volume,class_1,class_2,class_3
29.8273,2,9,1
9.1872,4,1,7
32.2056,7,7,10
39.9855,6,3,1
28.035999999999998,7,0,6
11.8148,6,9,0
2.0023,7,4,3
22.3765,9,1,5
6.567,0,0,0
7.0862,10,8,0
2.6966,6,10,3
11.6648,6,0,8
12.9536,3,7,7
8.9668,8,3,5
14.0996,3,10,3
6.8122,7,4,0
9.3826,6,8,10
15.9567,1,2,10
13.6256,4,1,5
41.5477,8,6,8
8.53,10,3,4
25.188000000000002,4,9,7
9.3417,8,6,9
8.83,0,7,3
11.2043,6,6,10
7.6437,2,5,8
9.0025,10,5,1
7.2243,7,10,8
4.3654,1,2,8
2.853,6,5,7
22.3582,0,7,0
1.7573,4,9,9
20.148,9,6,10
17.3411,2,2,8
12.8338,3,0,3
0.4821,8,8,3
1.9044,6,8,5
2.0295,9,5,7
20.783,4,10,8
17.0814,9,0,6
14.4665,8,2,8
14.0598,8,3,6
9.5952,0,7,5
10.8265,9,8,3
14.2992,8,6,7
15.0367,5,6,5
9.011000000000001,0,8,8
15.1697,9,9,5
45.5918,7,9,0
36.0941,3,10,2
24.4694,8,9,2
2.0713,1,8,4
11.3063,0,10,1
12.6817,1,0,7
21.919,0,4,3
13.5165,4,1,9
5.2203,2,5,4
4.5509,1,2,2
1.5,4,8,2
12.3768,10,4,10
1.7895,4,7,5
22.6648,7,7,1
24.3014,0,4,6
6.4311,5,6,3
11.275,4,1,4
14.0928,8,3,9
20.3604,6,0,3
10.4013,0,6,2
9.4761,0,2,7
8.1245,8,10,6
17.8376,8,3,10
14.7212,8,7,3
1.1272,8,10,0
6.4409,6,10,9
9.3594,5,10,10
20.4745,6,0,4
27.7534,2,3,0
26.7851,4,1,1
6.5441,4,4,2
17.218,6,9,4
9.0436,2,0,8
4.4305,0,9,3
26.7557,9,7,2
6.098,9,8,0
12.8445,6,3,5
18.8766,1,3,9
14.4829,10,6,9
10.0143,3,7,1
3.5901,10,6,4
20.2025,8,7,0
27.5005,5,9,6
5.6765,4,0,2
15.6558,3,5,9
0.4607,2,5,6
13.2329,3,4,10
10.6368,1,6,8
6.1262,5,10,8
22.7086,7,8,3
7.1282,1,0,1
11.4887,2,2,2
