volume,class_1,class_2,class_3
4.13,10,17,13
2.55,6,9,4
1.94,12,3,16
1.59,17,1,13
5.0,5,6,7
3.72,3,13,15
2.1,2,0,1
1.85,6,4,12
4.07,3,5,0
1.05,4,6,6
2.34,13,10,1
3.58,4,11,3
2.05,5,6,4
2.08,2,5,16
2.29,6,1,1
3.0,9,5,17
2.02,12,16,11
1.66,4,2,10
2.11,17,6,10
1.56,9,19,10
4.35,17,12,5
1.27,11,15,6
3.12,11,10,2
4.42,10,12,12
4.07,10,8,11
2.03,3,17,2
3.05,7,12,16
2.22,15,21,7
3.16,0,21,11
3.19,0,15,6
3.22,6,1,8
3.46,11,8,11
2.22,16,5,2
2.88,1,20,0
3.41,4,18,12
3.57,2,21,9
2.5,7,16,8
1.76,1,21,14
1.48,7,10,17
3.3,1,0,19
4.35,3,18,15
2.59,4,21,16
4.95,13,3,2
1.14,5,2,10
2.22,8,20,2
1.32,13,14,18
3.5,7,12,10
3.3,5,1,10
2.03,1,15,6
1.32,2,11,10
1.11,11,16,6
4.41,4,11,15
1.63,16,13,16
2.81,11,19,17
4.03,6,18,18
1.31,12,17,0
3.88,8,7,0
2.99,16,6,9
1.28,4,0,2
4.92,1,15,19
4.38,16,18,19
1.9,12,5,14
4.33,13,17,0
1.64,12,1,10
2.29,17,20,4
3.08,5,0,11
4.75,8,2,3
4.04,8,11,14
4.79,0,16,7
3.3,4,2,3
2.11,9,9,17
3.16,6,5,5
3.75,3,10,14
1.6,0,16,13
3.15,3,21,2
3.98,9,14,9
1.92,5,3,6
4.08,15,5,12
3.48,15,2,14
3.61,13,3,19
4.53,10,5,16
4.38,12,8,17
3.71,17,4,6
1.19,12,11,19
2.38,0,4,4
4.73,1,18,13
2.93,17,15,15
1.12,8,15,7
1.34,12,15,3
4.94,10,8,12
4.44,11,16,5
3.7,7,5,8
3.94,5,4,13
4.21,2,19,13
3.71,15,5,18
3.03,12,10,13
4.71,16,11,16
2.21,8,19,16
3.28,8,14,15
1.53,12,5,0
2.85,12,5,6
3.89,5,12,7
4.0,3,8,0
2.07,13,18,17
1.64,3,11,2
2.67,17,6,4
2.51,16,14,10
2.13,0,0,15
2.87,2,2,17
1.13,6,7,10
3.76,0,3,9
4.91,6,7,7
3.02,17,18,11
2.85,3,16,2
1.63,0,6,4
4.37,2,6,10
3.53,1,2,5
1.54,14,2,8
4.0,0,11,12
4.82,14,6,15
1.96,1,6,0
3.67,3,2,16
4.52,6,4,14
1.79,16,16,14
3.81,11,4,16
4.82,5,6,5
1.73,1,20,3
1.31,3,3,8
3.68,13,3,7
3.83,1,3,15
2.79,11,14,9
2.5,2,1,2
3.8,11,19,14
3.33,16,9,19
3.54,14,19,4
4.03,7,1,16
2.68,0,7,15
2.76,17,2,3
1.86,9,1,14
1.51,15,18,4
3.6,4,13,7
2.08,6,11,8
3.69,1,19,4
3.66,2,4,0
3.1,13,21,11
2.96,14,4,7
4.31,0,14,7
3.67,13,1,9
3.82,14,4,11
1.17,5,21,15
1.92,10,14,19
2.25,12,1,3
2.58,9,21,10
2.59,10,20,0
4.09,14,17,13
4.48,14,15,8
3.01,10,8,17
4.79,4,3,8
1.99,14,14,19
3.57,1,7,6
1.17,5,16,9
4.16,4,14,6
1.37,1,1,5
2.34,3,8,8
3.15,11,19,3
1.69,5,17,1
2.52,8,10,7
2.43,5,15,12
4.3,15,7,7
1.87,5,20,12
1.43,6,7,12
2.26,2,13,17
1.57,14,16,5
3.18,1,17,13
1.53,1,0,12
4.31,13,8,18
2.71,13,5,8
3.0,7,21,14
4.15,8,21,19
4.18,13,0,4
2.11,8,3,14
1.84,13,8,9
4.4,12,16,3
1.85,9,13,1
4.75,7,3,3
3.82,3,12,1
1.76,15,3,14
2.28,11,18,7
6.41,17,19,1
9.57,8,11,8
6.03,15,19,13
7.23,15,10,11
5.69,17,11,19
5.44,1,17,1
8.8,11,4,3
8.34,0,5,7
5.59,14,13,1
5.51,8,18,14
9.51,2,12,8
9.71,12,17,3
9.81,13,15,4
9.33,3,14,1
6.96,10,5,0
9.14,14,14,12
6.68,15,6,2
9.78,16,3,10
5.79,5,19,15
5.26,1,21,5
9.28,2,16,10
6.04,11,4,9
8.1,10,14,17
6.69,17,6,14
7.18,15,17,7
9.44,4,3,1
5.7,15,4,15
5.24,16,2,7
9.9,12,13,2
9.11,11,1,8
6.91,15,12,2
8.21,14,4,1
8.71,7,9,11
7.5,6,18,6
6.04,1,9,0
6.55,8,7,0
8.92,4,9,1
8.36,10,12,11
8.48,10,5,6
5.98,15,9,16
9.93,8,9,3
7.95,8,4,9
5.22,17,14,6
9.08,12,11,12
9.07,11,6,4
7.17,7,1,0
7.02,11,6,18
6.19,15,21,12
7.19,11,4,8
8.34,1,4,8
10.49,5,8,13
11.51,1,3,3
13.85,10,11,14
11.21,14,0,17
11.75,15,12,7
10.28,16,8,2
10.87,14,10,19
12.05,8,0,9
14.54,10,6,6
11.6,14,12,18
10.32,2,0,16
12.45,12,17,0
