bin,item
0,146
0,15
0,173
0,183
0,58
1,80
1,125
1,3
1,77
2,71
2,20
2,169
2,56
2,69
3,33
3,133
3,119
3,2
3,85
4,31
4,134
4,155
4,112
4,81
5,102
5,28
5,96
5,62
5,159
35,244
35,229
35,136
35,11
35,52
35,38
35,60
35,1
36,211
36,5
36,221
36,184
36,174
36,153
36,103
37,165
37,87
37,9
37,92
37,40
37,129
37,120
37,91
38,214
38,246
38,166
38,178
38,8
38,185
38,45
38,39
38,37
39,23
39,105
39,200
39,89
39,232
39,222
39,27
39,26
40,168
40,35
40,82
40,223
40,124
40,66
40,46
40,113
41,237
41,149
41,36
41,44
41,53
41,42
41,218
41,243
42,18
42,235
42,197
42,193
42,191
42,163
43,57
43,14
43,188
43,219
43,65
43,160
43,140
44,203
44,137
44,234
44,198
44,201
44,180
45,122
45,101
45,19
45,118
45,90
45,227
45,176
45,114
46,115
46,154
46,73
46,135
46,208
46,32
46,212
47,130
47,148
47,194
47,21
47,248
47,83
47,13
47,59
48,179
48,50
48,202
48,116
48,109
48,100
48,142
48,22
48,51
48,34
48,0
49,220
49,121
49,127
49,86
49,231
49,68
50,104
50,245
50,216
50,70
50,6
50,217
50,25
50,10
51,143
51,249
51,225
51,187
51,209
51,30
52,195
52,236
52,24
52,170
52,7
52,161
52,190
53,132
53,131
53,230
53,162
53,61
53,186
53,139
53,76
53,48
54,167
54,43
54,205
54,189
54,207
54,192
55,67
55,88
55,226
55,147
55,151
55,171
55,138
56,117
56,78
56,204
56,17
56,199
56,196
56,111
57,93
57,240
57,74
57,106
57,95
57,107
57,141
57,55
58,157
58,182
58,239
58,72
58,12
58,241
58,228
58,41
59,242
59,150
59,215
59,128
59,177
59,47
59,29
59,164
59,4
60,238
60,172
60,94
60,123
60,158
60,156
60,54
60,110
61,175
61,213
61,98
61,181
61,75
61,16
61,108
61,79
63,206
63,145
63,99
63,210
63,247
63,63
63,97
64,233
64,224
64,64
64,152
64,144
64,49
64,84
64,126
