bin,item
0,99
0,108
0,39
1,26
1,156
1,132
2,185
2,30
2,171
3,112
3,95
3,110
4,68
4,61
4,4
4,124
5,8
5,177
5,240
6,12
6,196
6,5
6,58
7,94
7,138
7,164
8,155
8,181
8,49
8,144
9,0
9,3
9,214
9,22
10,204
10,160
10,7
11,227
11,59
11,53
11,82
12,34
12,92
12,141
12,45
13,101
13,199
13,16
13,11
14,40
14,38
14,210
14,55
15,180
15,37
15,77
15,151
16,32
16,152
16,157
16,159
17,176
17,56
17,130
17,104
18,23
18,36
18,125
18,244
19,172
19,184
19,121
19,148
20,169
20,33
20,197
20,120
21,222
21,31
21,28
21,85
22,137
22,6
22,142
22,136
23,119
23,24
23,218
23,51
24,105
24,25
24,102
24,131
25,158
25,13
25,226
25,186
26,215
26,17
26,67
26,18
27,2
27,98
27,166
27,75
28,73
28,90
28,249
29,63
29,42
29,147
29,114
30,228
30,48
30,202
30,62
31,86
31,135
31,88
31,52
32,192
32,134
32,50
32,100
33,116
33,175
33,43
33,232
34,168
34,103
34,173
34,54
35,165
35,128
35,19
36,207
36,183
36,27
37,195
37,46
37,223
38,194
38,41
38,64
38,87
39,221
39,89
39,9
39,44
40,81
40,65
40,106
40,238
41,127
41,111
41,1
41,201
42,78
42,93
42,70
42,149
42,150
43,247
43,140
43,80
43,69
44,225
44,35
44,79
44,139
45,200
45,145
45,15
45,113
46,133
46,143
46,71
46,239
47,74
47,220
47,231
47,178
48,57
48,208
48,21
48,14
48,203
49,235
49,118
49,146
49,122
50,187
50,96
50,167
50,60
50,230
51,170
51,248
51,161
51,126
52,107
52,189
52,236
52,109
53,237
53,83
53,29
53,224
53,117
54,10
54,212
54,97
54,233
55,72
55,174
55,234
55,211
56,206
56,193
56,115
56,219
57,242
57,246
57,205
57,91
58,217
58,66
58,241
58,216
59,76
59,163
59,198
59,191
60,179
60,84
60,245
60,188
61,213
61,154
61,243
61,190
61,182
62,209
62,123
62,162
62,20
63,229
63,153
63,47
63,129
