volume,class_1,class_2
186,0,5
173,0,0
8,0,5
175,0,6
18,0,5
25,0,9
37,0,4
39,0,4
182,1,6
173,1,0
12,1,1
21,1,4
12,1,1
175,1,3
29,1,3
7,1,4
172,1,8
197,1,1
150,1,2
200,1,8
17,1,4
180,2,1
27,2,9
14,2,0
165,2,3
30,2,6
17,2,0
183,2,4
151,2,0
162,3,2
197,3,3
191,3,9
14,4,7
179,4,9
8,4,8
5,4,1
190,4,7
185,4,2
48,4,7
192,4,8
177,4,2
5,4,2
152,4,5
163,4,5
13,5,0
41,5,2
160,5,0
5,5,9
11,5,1
154,5,9
173,5,2
14,5,2
190,5,0
179,5,8
151,5,7
19,6,7
15,6,9
192,6,4
30,6,3
34,6,9
4,6,9
177,6,8
11,6,4
31,6,3
198,6,5
36,7,6
171,7,7
45,7,0
29,7,8
199,7,8
179,7,2
193,7,7
178,8,5
158,8,7
155,8,6
25,8,8
169,8,0
18,8,2
157,9,8
200,9,1
7,9,5
20,9,7
43,9,2
16,9,2
37,9,6
197,9,2
164,9,1
44,9,8
159,9,5
5,10,6
27,10,0
23,10,1
174,10,0
177,10,3
168,11,7
168,11,2
37,11,6
174,11,5
183,11,3
36,11,7
28,11,7
171,11,3
37,11,5
150,11,2
178,12,1
166,12,2
187,12,4
159,12,5
45,12,1
150,12,9
49,12,9
177,12,3
194,12,6
165,12,4
158,12,6
193,12,9
1,12,3
4,12,0
187,12,7
1,13,9
49,13,8
177,13,2
192,13,8
188,13,0
185,13,4
37,14,5
23,14,6
153,14,7
155,14,9
16,15,8
184,15,8
168,15,5
189,15,7
173,15,9
198,15,3
154,16,5
47,16,4
32,16,8
5,16,6
195,16,4
156,16,1
8,16,3
165,16,6
5,17,0
50,17,6
161,17,3
32,17,4
157,17,6
25,17,6
23,18,1
165,18,1
157,18,3
49,18,3
14,18,5
46,18,4
189,18,4
24,19,3
20,19,6
40,19,1
44,19,9
183,20,1
38,20,7
165,20,2
172,20,8
177,20,0
174,20,4
177,20,1
166,20,7
45,20,7
7,20,8
19,21,4
172,21,7
180,21,4
168,21,3
160,21,9
152,21,9
5,21,1
175,22,5
198,22,3
36,22,6
9,22,0
176,22,1
3,22,2
171,22,3
42,22,0
47,22,8
38,22,2
156,22,4
7,22,7
6,22,6
175,23,5
17,23,8
14,23,1
186,24,0
169,24,0
3,24,5
44,24,9
14,24,6
155,24,5
27,24,9
