volume,class_1,class_2
17,0,1
31,0,0
30,0,3
15,0,4
7,0,1
31,0,1
37,0,7
10,0,1
21,0,9
36,0,5
35,0,8
27,0,3
18,0,7
18,0,0
29,0,0
30,1,4
14,1,8
11,1,2
1,1,4
31,1,4
34,1,7
16,1,0
19,1,1
30,1,8
9,1,9
8,1,2
11,1,3
28,1,1
14,1,0
26,1,3
30,1,9
2,1,8
19,1,1
27,1,5
13,1,0
4,1,5
9,1,6
5,1,4
28,1,4
21,2,3
33,2,6
36,2,2
32,2,3
21,2,7
8,2,4
6,2,2
30,2,3
12,2,9
32,2,6
31,2,8
4,2,8
12,2,9
4,2,4
37,2,3
13,2,1
25,2,4
24,2,9
20,2,0
19,2,8
28,2,6
2,2,2
1,2,9
6,2,2
25,2,9
15,2,5
18,2,1
33,2,4
36,2,0
4,3,8
22,3,3
35,3,6
23,3,3
10,3,2
8,3,6
20,3,3
35,3,0
28,3,9
37,3,9
20,3,7
25,3,6
30,3,5
16,3,1
36,3,0
30,3,8
30,4,9
26,4,2
4,4,0
21,4,6
9,4,5
16,4,6
33,4,0
10,4,3
13,4,7
16,4,5
30,4,0
11,4,4
20,4,7
17,4,3
14,4,8
7,4,6
22,4,8
2,4,0
17,4,3
19,5,5
1,5,1
25,5,9
25,5,2
2,5,5
32,5,4
19,5,8
2,5,6
8,5,1
24,5,7
16,5,8
10,5,4
23,5,7
20,5,0
30,5,5
23,5,4
12,5,3
4,5,6
24,5,2
33,6,8
25,6,1
9,6,7
20,6,9
33,6,3
28,6,9
29,6,8
35,6,2
33,6,8
16,6,4
7,6,5
7,6,7
6,6,6
3,6,4
9,6,2
20,6,0
21,6,7
24,7,9
4,7,2
1,7,2
25,7,2
36,7,0
10,7,3
10,7,5
19,7,2
35,7,2
22,7,3
28,7,2
3,7,7
2,7,5
21,7,1
1,7,7
31,7,3
30,7,1
28,7,5
33,7,2
19,8,5
16,8,4
10,8,1
12,8,6
36,8,6
11,8,8
24,8,1
10,8,7
25,8,9
18,8,5
3,8,7
36,8,6
2,8,0
18,8,8
27,8,1
37,9,0
34,9,8
34,9,9
18,9,1
22,9,4
23,9,6
8,9,7
36,9,6
28,9,4
2,9,8
5,9,7
2,9,1
29,9,9
11,9,5
5,9,0
13,9,9
20,9,9
26,9,7
3,9,2
17,9,7
12,9,5
26,9,6
13,9,6
36,9,3
17,9,5
13,9,4
32,9,5
