volume,class_1
48,0
46,0
38,0
37,0
45,1
43,1
25,1
42,1
31,1
47,2
33,2
40,2
29,3
34,3
34,3
37,4
37,4
35,5
38,6
40,6
40,6
37,6
25,6
47,6
33,7
30,8
33,8
29,8
36,9
38,9
49,9
41,9
30,9
30,10
37,11
35,11
47,11
28,12
43,12
28,12
33,12
36,13
35,13
49,13
46,13
47,13
29,13
30,13
26,14
46,14
38,14
49,14
36,15
28,15
45,16
31,16
35,16
48,17
43,17
41,17
47,17
34,18
35,18
42,18
25,18
25,19
32,19
28,19
40,19
32,19
35,19
44,19
43,19
40,19
31,20
25,20
41,20
49,20
39,20
34,21
46,21
40,22
37,23
42,23
25,23
38,23
40,24
25,24
29,24
28,24
49,24
28,24
41,24
27,24
36,25
42,25
49,25
43,25
47,26
25,27
32,27
42,27
46,27
46,27
44,28
39,29
39,30
30,31
28,31
32,31
41,31
26,31
39,32
49,32
32,32
29,32
46,33
38,33
25,33
35,34
31,34
42,35
36,35
46,35
49,36
28,36
31,36
34,36
46,36
25,36
44,36
43,36
49,37
46,37
44,37
27,37
47,38
25,38
38,38
50,38
28,38
31,38
43,39
25,39
42,39
34,39
28,39
44,39
44,39
29,40
36,40
39,40
42,40
32,40
27,40
35,41
39,41
28,41
40,41
48,41
50,42
27,42
49,42
38,42
49,42
49,43
28,43
47,43
30,43
32,43
28,44
38,44
42,44
49,44
50,45
33,45
38,45
46,45
27,45
49,45
47,46
25,46
46,46
35,46
41,46
46,46
29,46
46,47
26,47
43,47
50,47
29,47
38,47
47,47
48,47
42,48
31,49
30,49
43,49
42,49
