volume,class_1,class_2
68,0,10
56,0,13
64,0,8
65,0,15
61,0,4
68,1,22
37,1,3
69,1,24
61,1,9
51,1,27
64,1,46
40,2,40
47,2,7
56,2,25
58,2,42
73,2,10
37,2,22
63,2,33
58,2,41
69,3,14
45,3,43
61,3,24
73,3,33
68,3,1
75,3,9
65,3,21
46,3,7
65,3,29
71,3,31
46,3,24
53,4,16
70,4,3
61,4,28
47,4,30
60,4,13
52,4,45
68,5,21
62,5,14
49,5,20
47,5,18
50,5,49
57,5,39
73,5,34
73,5,34
71,5,8
44,5,43
46,5,26
72,6,44
54,6,49
57,6,20
55,6,38
70,6,2
57,6,39
56,7,41
40,7,37
52,7,26
73,7,23
60,7,23
60,7,24
70,7,29
73,7,14
47,7,36
61,8,19
40,8,34
74,8,12
55,8,15
52,8,40
47,8,1
39,8,36
42,8,40
69,8,11
61,8,2
55,8,6
58,9,38
71,9,18
60,9,38
51,9,17
38,9,6
47,9,45
42,10,0
68,10,6
58,10,25
61,10,11
46,10,6
48,10,29
48,10,28
72,11,7
75,11,47
47,11,34
63,11,0
72,11,42
55,11,37
66,12,39
43,12,48
65,12,2
45,12,35
58,12,38
63,12,15
42,13,35
40,13,49
57,13,10
61,13,37
59,13,2
72,13,12
57,13,19
73,13,42
54,13,11
58,14,44
38,14,44
51,14,48
64,14,29
42,14,44
38,14,41
47,14,23
61,14,37
67,14,16
56,14,25
56,14,45
71,14,12
52,15,8
61,15,19
71,15,32
64,15,21
53,16,46
50,16,16
75,16,35
50,16,22
63,16,17
62,16,27
73,16,40
64,16,0
48,16,47
51,16,9
47,17,5
55,17,32
37,17,17
72,17,4
66,17,21
41,18,30
50,18,43
62,18,9
50,18,5
72,18,30
47,18,39
61,18,27
56,18,48
48,18,3
48,18,42
69,19,8
50,19,25
50,19,7
38,19,18
48,19,31
74,19,13
50,19,13
52,19,5
45,19,20
42,19,3
45,19,26
47,19,15
69,19,17
64,19,0
54,20,5
65,20,19
43,20,4
60,20,14
50,20,23
62,20,10
47,21,1
68,21,31
60,21,11
42,21,46
63,21,16
71,21,35
37,21,1
59,21,28
63,22,28
45,22,30
73,22,18
37,22,36
62,22,43
50,22,47
69,22,20
48,22,46
64,22,33
54,22,41
40,22,45
51,23,48
72,23,26
64,23,32
44,23,31
65,23,33
73,23,47
48,23,27
57,23,36
55,24,4
37,24,32
61,24,49
55,24,12
60,24,22
