volume,class_1,class_2,class_3,class_4
3.14,21,17,42,25
3.69,10,16,2,33
3.02,0,3,32,8
4.48,16,0,27,0
1.41,5,5,39,5
1.92,19,11,43,11
1.02,27,31,12,3
1.05,5,5,10,20
1.65,19,2,43,27
1.58,23,9,13,13
2.46,5,16,16,12
2.2,6,21,31,0
4.95,33,5,5,22
1.39,3,2,23,34
1.66,9,24,23,35
3.13,14,12,32,4
1.25,3,15,30,8
3.92,31,18,11,31
2.23,17,28,4,29
2.4,26,30,35,11
3.01,9,28,41,29
2.29,3,24,37,22
3.72,14,21,9,36
1.07,14,3,32,5
1.71,8,2,38,33
3.38,28,29,36,10
1.32,5,1,3,28
4.63,23,16,23,15
4.12,32,4,32,21
4.71,12,4,30,18
2.59,16,0,11,33
1.52,1,7,20,8
2.95,3,26,44,31
1.91,1,1,13,11
3.35,18,9,29,3
4.27,6,24,34,16
4.57,18,2,8,22
4.11,1,24,22,23
4.86,22,7,30,23
2.21,6,27,42,36
4.57,24,8,23,16
4.1,26,9,21,21
4.12,15,7,9,13
3.36,29,16,29,26
3.65,10,22,11,5
4.87,31,22,23,31
1.42,25,11,14,5
1.58,8,8,31,10
1.26,21,27,25,26
4.51,7,13,21,21
4.72,14,6,33,5
2.11,26,11,4,6
1.15,10,8,21,19
4.01,12,20,16,26
3.09,25,25,10,11
2.58,24,20,24,17
1.59,21,11,31,22
3.3,31,26,45,17
1.54,34,31,9,29
2.94,6,4,36,28
1.1,6,29,4,18
4.53,31,2,18,1
1.9,22,13,8,34
1.88,26,4,16,37
4.26,30,23,44,19
4.3,24,2,36,35
1.17,26,22,38,36
2.22,27,30,1,35
2.16,4,4,35,11
1.37,17,13,8,31
4.1,10,25,1,21
2.77,20,29,23,0
1.36,1,6,40,11
3.36,3,13,23,35
4.11,17,9,28,7
3.47,4,29,15,15
1.96,24,18,22,25
3.45,13,23,9,12
4.41,7,31,8,26
4.84,33,26,40,9
2.0,4,8,26,28
2.69,30,13,6,2
2.19,12,15,37,23
3.25,23,25,33,28
1.92,28,6,11,34
2.38,14,18,16,4
3.09,32,30,28,8
3.76,30,12,41,6
3.84,9,19,32,31
1.62,31,0,13,12
3.83,8,13,2,4
4.35,10,8,6,15
2.43,30,22,18,27
1.55,23,6,4,20
2.09,34,21,3,20
2.07,25,16,3,31
4.44,20,24,11,35
3.82,0,3,40,35
2.72,17,23,4,8
3.26,20,19,16,3
1.78,28,19,38,32
1.6,34,18,23,29
2.5,27,7,23,4
1.65,27,27,9,30
2.03,15,13,4,14
3.0,30,2,16,31
3.51,7,22,35,30
3.84,9,25,4,29
4.23,12,17,39,28
2.25,4,26,0,7
3.62,25,18,9,27
2.81,32,1,33,11
2.5,24,21,12,4
3.4,10,11,19,13
4.36,32,7,26,35
2.85,19,30,1,3
4.88,9,7,26,15
4.09,20,2,10,36
1.54,33,9,26,28
4.04,2,29,16,12
4.63,33,18,40,18
2.94,24,8,4,8
1.33,30,18,18,17
1.16,6,8,29,18
2.74,25,27,26,33
9.59,4,12,33,3
5.73,18,27,9,13
9.94,25,2,1,35
8.67,24,3,19,8
7.53,31,30,27,33
5.37,18,9,45,10
9.73,12,17,17,10
8.55,26,13,5,12
9.82,29,17,43,2
9.78,23,26,16,1
9.65,28,4,24,22
5.64,3,29,40,5
6.54,4,1,8,15
7.13,31,11,38,10
9.12,6,1,35,30
9.03,19,17,21,30
7.84,10,18,4,37
9.67,3,13,13,5
5.03,23,9,31,8
5.97,22,29,13,12
6.47,23,3,24,0
7.08,29,18,7,35
9.68,16,25,4,19
6.41,32,14,18,4
5.99,20,10,46,26
9.56,22,24,29,34
6.99,10,23,32,28
7.84,31,15,23,12
8.37,5,18,41,16
8.74,34,20,41,16
6.65,5,6,3,13
9.87,26,4,18,17
8.43,22,20,40,11
9.07,6,14,27,14
6.28,8,22,26,18
6.36,34,3,36,28
8.73,11,12,22,6
7.13,8,22,23,0
5.35,5,8,12,0
7.36,12,23,17,21
8.07,7,31,4,9
9.02,23,2,40,4
8.8,31,2,34,19
5.96,23,25,8,15
9.54,23,29,31,16
7.84,25,4,10,28
5.58,16,24,2,10
9.72,25,20,40,36
6.06,11,11,13,34
6.95,2,24,32,17
5.91,7,16,37,22
8.11,19,16,19,10
9.11,22,10,40,27
5.08,30,31,29,12
6.62,6,7,35,30
7.08,17,23,22,21
5.64,7,9,16,23
6.36,0,7,19,30
7.06,15,18,8,37
8.59,24,10,19,32
8.62,9,23,46,22
6.02,25,19,41,6
7.71,29,13,11,35
8.38,5,15,36,26
7.69,0,5,45,18
7.52,1,10,27,28
9.12,11,30,19,11
8.77,26,16,6,26
9.71,3,28,29,8
5.62,26,17,0,37
9.67,3,15,32,6
8.67,17,12,21,11
6.16,15,26,41,6
8.05,1,21,40,34
5.49,23,16,31,35
8.09,8,22,33,25
9.31,22,21,10,31
7.81,15,29,46,14
8.93,31,12,1,31
6.16,19,4,2,11
5.64,9,5,11,5
9.22,9,27,36,26
9.03,14,15,33,4
7.08,7,1,44,33
6.92,7,6,43,12
5.4,7,23,46,13
9.09,24,25,14,17
8.55,32,10,44,11
8.96,31,30,31,22
8.96,32,18,6,23
8.91,15,20,11,19
7.77,31,5,30,23
8.81,13,29,26,6
9.09,24,8,34,24
6.01,21,8,18,3
7.88,15,20,32,30
8.59,14,19,15,29
5.19,14,20,21,27
6.56,4,14,46,25
8.36,28,12,20,29
5.6,2,28,2,30
6.77,11,17,9,13
6.76,6,21,32,16
6.22,30,20,36,22
9.65,22,2,23,33
9.81,31,15,5,18
5.5,21,28,39,33
6.17,3,8,41,23
7.05,4,30,43,16
5.42,1,22,28,12
9.8,17,22,23,3
6.45,23,24,28,1
8.78,18,8,46,26
9.58,34,31,7,36
6.66,32,13,2,16
7.87,21,29,32,29
7.49,29,14,5,30
6.4,0,3,44,26
6.09,2,2,30,31
7.94,7,23,10,2
7.33,12,10,41,12
6.27,14,27,25,31
7.41,2,20,13,21
9.37,34,2,5,12
9.36,14,29,9,2
6.88,29,18,35,6
5.4,22,5,35,21
9.3,3,9,46,22
6.83,2,1,23,26
5.37,3,7,33,34
9.65,33,29,15,19
5.55,6,11,36,33
6.06,34,23,17,0
9.73,34,24,29,37
9.35,13,1,11,31
6.53,21,18,10,25
6.39,18,6,7,33
7.79,28,25,14,30
6.33,10,16,3,14
7.06,9,27,15,32
6.63,18,3,27,17
7.78,3,5,33,31
5.3,32,2,45,0
9.2,32,25,12,0
5.16,29,22,39,34
5.66,3,15,20,9
7.91,4,20,33,20
9.61,11,10,41,2
5.67,30,3,13,9
5.29,6,16,26,8
7.04,30,19,20,7
6.77,33,16,37,5
6.44,13,7,38,24
5.24,22,5,38,32
9.0,13,19,41,27
7.72,32,5,44,21
9.07,34,25,6,23
7.93,32,25,13,24
9.89,23,25,16,33
7.15,25,8,19,28
5.68,8,26,8,29
6.52,11,31,44,8
6.18,20,28,40,4
9.59,5,15,45,7
6.63,1,11,18,27
5.47,14,19,8,0
5.11,14,9,12,9
7.89,12,2,0,13
9.65,24,3,15,32
9.02,2,24,4,9
7.55,22,1,11,15
7.28,5,22,43,21
5.65,32,11,28,35
6.62,17,17,22,34
8.46,31,24,22,4
8.77,30,26,28,14
9.49,7,7,34,19
8.62,31,1,2,6
8.79,5,3,11,5
7.42,20,28,37,25
6.65,0,15,39,32
7.84,30,28,38,20
7.18,18,0,41,29
8.17,24,29,37,33
7.18,25,30,44,36
6.06,26,23,25,8
6.84,7,6,2,23
5.65,15,4,41,28
7.26,29,12,0,14
8.18,15,28,30,28
6.56,32,15,16,1
7.28,3,12,8,23
6.94,29,7,23,10
8.58,7,7,16,23
7.42,2,28,34,6
5.59,34,18,0,27
8.73,7,18,28,16
6.95,4,11,7,30
5.81,16,8,26,0
8.54,1,20,1,34
5.06,30,8,4,27
6.4,22,5,11,20
5.01,8,16,11,17
8.65,22,23,23,35
7.81,8,29,32,6
9.86,14,12,22,30
6.29,32,5,23,30
5.46,2,30,31,20
5.59,15,10,8,25
5.43,1,17,15,5
7.55,4,4,23,4
8.99,17,8,30,31
7.1,34,12,26,36
9.57,16,3,25,2
7.16,29,21,37,3
5.7,31,18,43,7
8.69,23,31,1,27
8.8,3,25,17,17
6.4,11,15,4,25
8.2,27,23,40,19
9.81,5,12,6,21
6.87,18,8,40,24
9.51,6,29,0,20
8.86,6,21,37,20
7.28,27,18,2,16
7.59,29,12,42,0
7.96,31,25,25,17
7.59,8,23,21,28
6.35,4,2,6,32
6.67,8,14,22,0
8.61,32,11,18,23
9.85,28,2,25,28
6.65,27,19,43,1
6.11,17,17,5,18
8.96,10,28,0,28
8.65,14,5,21,36
