volume,class_1,class_2,class_3
1.28,77,1,49
2.53,34,15,41
3.26,22,4,65
1.75,62,21,20
3.76,1,9,58
2.09,20,12,27
2.4,40,9,16
1.93,60,3,27
2.5,45,8,72
2.48,55,17,3
3.7,85,12,67
2.48,59,5,23
2.31,62,20,64
3.48,81,10,21
1.17,18,13,43
2.96,89,16,39
3.62,33,23,10
2.28,49,3,18
4.18,71,14,17
4.61,15,15,40
2.17,89,0,27
3.15,5,10,44
4.99,22,0,12
3.14,78,11,20
4.65,71,14,16
3.2,2,11,46
2.0,6,14,70
3.18,4,23,50
1.67,74,19,15
3.21,62,1,12
1.05,7,5,65
1.25,17,10,72
3.4,40,17,0
1.12,36,9,64
4.49,72,18,21
2.09,30,5,2
3.22,45,8,30
1.1,70,1,3
3.51,1,4,12
3.23,22,12,15
1.21,20,19,56
3.73,81,14,30
4.07,74,7,17
3.78,3,21,33
1.66,86,24,58
1.79,15,0,23
1.78,8,14,57
4.91,52,1,8
3.73,51,20,0
2.63,37,5,3
4.49,65,24,5
3.77,59,6,30
2.36,16,10,50
1.15,33,10,24
2.27,39,25,32
4.12,0,0,56
1.2,15,16,29
1.67,14,25,58
1.99,30,0,12
1.82,42,22,34
4.01,70,21,16
4.63,12,25,46
2.66,37,4,66
2.12,62,8,25
1.15,50,21,32
2.81,88,18,66
4.78,12,7,72
1.7,13,8,57
2.25,26,1,73
3.21,70,10,57
3.33,47,17,57
1.48,69,3,29
4.13,38,5,33
2.65,50,8,2
1.2,16,7,0
4.74,41,6,1
3.66,69,17,23
2.63,81,24,39
2.61,8,13,47
2.49,23,0,29
2.34,3,24,69
4.99,44,23,70
1.04,87,0,22
4.07,62,8,58
3.49,63,23,35
1.64,83,2,43
4.19,73,11,27
1.02,70,13,5
2.89,28,22,70
2.87,84,18,33
4.28,53,18,37
1.55,7,1,27
3.52,3,9,52
1.62,87,6,65
3.76,26,9,0
2.39,12,19,62
4.33,41,2,56
4.95,86,7,36
4.6,20,17,23
2.15,30,19,62
1.59,19,13,71
4.09,87,18,32
1.18,71,11,11
4.12,20,0,60
4.12,26,8,28
3.67,32,15,31
4.11,74,11,56
2.59,19,3,35
1.9,29,19,49
3.26,54,3,15
1.12,48,20,64
2.12,88,11,66
2.85,72,21,21
1.08,36,25,29
3.76,62,1,68
4.63,18,5,47
3.16,80,15,12
3.11,74,0,45
2.06,6,23,24
2.57,21,16,60
4.7,67,0,38
2.96,16,8,8
4.8,38,10,39
1.07,5,11,50
3.79,47,17,26
4.16,43,15,42
4.6,20,25,65
4.72,34,11,22
3.33,60,17,6
2.82,9,21,10
4.14,69,6,54
1.32,61,10,19
4.43,79,1,31
4.74,27,5,24
2.79,35,18,33
3.84,50,16,24
1.33,13,22,71
2.48,21,16,48
2.46,89,13,20
4.89,12,9,61
4.53,31,12,36
2.5,68,0,59
1.54,51,17,27
4.35,83,20,9
1.43,14,7,15
4.84,76,19,29
2.97,40,13,30
3.69,8,16,32
2.34,69,8,17
4.39,46,25,58
3.07,74,13,47
4.9,4,8,38
2.77,47,6,31
2.77,25,21,14
1.91,48,21,29
4.29,65,13,53
2.38,72,1,34
2.43,49,0,45
2.71,38,10,50
2.8,60,4,13
1.88,68,21,29
2.91,74,20,68
4.01,56,23,34
3.44,11,17,48
1.84,29,15,68
4.19,65,1,55
4.93,9,4,67
4.59,67,24,49
4.23,58,18,10
2.6,60,8,32
2.59,16,11,69
1.29,62,12,38
1.82,40,5,9
3.55,45,21,65
3.39,57,16,46
4.29,62,8,49
3.49,25,20,29
4.55,16,1,72
1.95,24,0,24
4.25,19,5,53
1.15,29,20,32
1.75,76,25,27
1.44,31,8,40
2.57,0,8,57
1.22,6,21,63
3.72,19,5,60
3.76,55,12,4
2.95,21,19,22
3.29,19,11,26
4.88,31,0,30
2.51,30,0,44
2.2,33,7,36
3.72,80,14,30
1.44,62,7,33
1.59,85,4,59
2.07,83,2,30
3.74,64,14,62
2.06,13,5,71
1.31,88,11,64
2.21,26,16,65
2.35,88,12,14
3.79,67,18,28
3.24,74,2,71
2.3,56,10,50
4.52,64,16,60
1.95,0,9,20
3.61,73,23,8
3.07,6,7,1
1.54,33,13,31
4.3,42,12,34
2.92,61,15,1
4.04,33,21,19
4.2,42,3,42
3.75,86,25,34
4.7,34,21,56
1.54,89,4,27
2.2,36,18,4
4.41,64,19,51
2.62,50,17,50
3.02,74,20,58
1.37,45,8,48
2.77,74,18,18
2.38,85,15,14
3.08,23,24,15
4.17,19,1,18
3.14,65,8,61
1.2,87,9,40
3.08,62,7,12
1.94,61,14,3
2.12,41,12,53
1.8,27,20,40
