volume,class_1
33,0
101,0
15,0
128,0
117,0
144,1
51,1
21,1
107,1
134,1
23,1
40,1
18,1
100,2
81,2
143,2
18,2
111,2
141,3
22,3
78,3
81,3
142,3
37,3
5,3
138,3
54,3
17,3
132,4
136,4
144,4
137,4
120,4
144,4
143,4
113,4
118,4
20,4
149,5
101,5
104,5
39,5
117,6
94,6
14,6
63,6
130,6
135,7
51,7
37,7
109,7
37,7
108,8
92,8
39,8
80,8
76,8
51,8
16,8
82,8
6,8
90,9
127,9
108,9
11,9
144,9
97,9
58,9
63,9
101,10
147,10
114,10
66,10
140,10
102,10
67,10
15,10
119,11
68,11
25,11
57,11
73,11
39,11
141,11
108,11
104,11
63,11
87,11
46,12
122,12
13,12
38,12
73,12
45,12
87,12
79,12
32,12
63,12
91,13
92,13
13,13
138,13
74,14
15,14
20,14
113,14
63,14
81,14
25,14
86,14
29,14
79,14
83,14
96,14
54,14
43,14
132,15
150,15
72,15
68,15
33,15
102,15
137,15
31,16
54,16
67,16
123,16
15,16
79,16
120,17
83,17
107,17
111,17
14,17
146,17
18,17
103,17
132,17
50,17
10,18
83,18
29,18
150,18
141,19
134,19
64,19
24,19
32,19
6,19
15,19
124,19
59,19
76,19
3,19
69,19
147,19
58,20
8,20
63,20
34,20
59,20
36,20
1,20
9,20
43,20
117,20
90,20
92,20
126,21
118,21
29,21
128,21
141,21
76,21
16,21
121,22
46,22
89,22
132,22
115,22
143,22
98,22
107,22
149,22
51,22
45,22
32,23
35,23
2,23
81,23
85,23
42,23
35,23
9,23
73,23
79,23
26,24
125,24
61,24
107,24
