volume,class_1,class_2,class_3,class_4,class_5
2.23,30,7,2,33,2
4.12,9,10,13,40,8
1.95,33,15,6,24,15
4.44,5,15,15,15,11
2.97,18,16,6,8,7
3.66,13,3,10,9,15
3.31,38,11,4,13,13
1.53,13,11,2,31,14
4.96,31,15,6,26,15
3.8,21,12,3,8,13
3.93,16,6,8,14,8
1.83,38,16,2,29,6
2.32,26,9,14,38,9
3.57,16,8,8,0,12
4.57,19,19,1,4,10
2.95,3,13,10,38,15
2.23,11,5,15,27,11
2.35,6,10,7,7,6
1.56,19,6,5,36,15
4.38,4,3,12,5,0
3.76,5,3,2,25,13
3.43,4,14,0,41,13
3.11,27,13,4,11,10
1.98,11,9,2,30,16
4.21,1,14,9,32,10
2.21,4,7,11,22,4
2.36,8,9,10,1,0
4.75,33,14,10,39,11
1.68,5,9,10,37,9
2.48,1,6,10,7,10
2.7,35,18,7,15,12
4.55,33,3,13,41,8
2.6,35,20,10,38,5
3.01,0,9,15,22,10
3.85,30,10,11,17,3
4.36,34,10,14,11,6
1.4,40,14,8,25,5
1.3,23,2,14,38,9
3.51,9,9,7,14,10
4.76,34,8,14,22,2
2.01,32,7,13,7,1
3.54,31,5,1,26,13
1.65,6,14,15,33,0
2.92,7,11,6,15,13
2.62,38,2,5,8,2
2.11,31,2,12,29,12
4.43,27,22,11,17,1
1.4,10,2,7,5,16
4.13,36,7,14,33,1
1.14,23,3,0,5,1
1.63,9,6,3,4,3
3.36,2,13,7,13,10
1.41,29,19,13,32,0
1.21,4,10,11,25,1
4.25,6,4,4,38,7
3.41,39,2,7,7,8
2.05,23,20,1,32,8
2.15,33,10,1,5,8
1.69,23,4,0,35,11
4.85,2,0,15,23,10
3.61,1,17,8,24,5
4.03,18,22,10,31,8
1.39,17,20,13,16,3
3.97,2,1,13,28,12
2.14,15,12,8,15,0
2.58,5,22,3,11,10
1.16,5,20,11,40,11
4.27,8,2,3,21,14
3.5,18,19,1,35,2
3.79,10,7,13,35,3
2.64,21,10,3,39,7
4.46,6,8,1,3,1
1.15,37,14,14,16,15
3.62,24,19,13,34,10
3.58,10,22,9,0,10
4.26,8,8,7,5,3
2.43,20,22,7,20,3
4.25,18,4,11,7,7
4.37,21,1,10,41,11
3.11,37,17,12,29,6
4.58,11,19,9,42,16
4.6,15,19,9,15,3
1.01,0,6,8,29,3
4.8,15,17,0,4,13
3.44,27,21,14,30,3
2.82,3,15,13,25,5
2.67,33,10,2,7,16
4.37,31,0,5,15,3
4.65,35,7,9,11,1
2.44,28,8,15,5,13
3.55,31,6,9,38,10
3.39,38,5,13,28,1
3.25,34,8,1,3,3
4.55,7,19,8,34,3
3.35,24,9,5,33,3
2.71,10,22,3,29,10
2.35,30,3,14,38,10
4.33,16,20,12,17,6
4.51,31,9,8,20,2
1.7,7,6,5,20,13
2.37,21,9,12,31,12
1.7,18,9,4,35,1
4.04,4,4,13,12,2
1.36,0,5,15,9,11
4.14,35,20,10,21,7
3.55,2,4,13,17,13
4.08,21,10,8,1,11
1.78,3,14,1,5,15
2.64,11,12,11,12,7
4.11,19,9,14,14,5
1.41,10,0,4,23,4
1.79,9,7,1,25,12
4.11,33,18,5,14,6
4.24,31,1,1,22,9
3.98,17,13,3,9,1
4.84,37,20,5,41,2
2.61,7,5,13,35,3
2.02,27,13,7,25,10
2.75,29,15,13,41,10
4.99,35,8,7,29,13
2.33,20,1,3,32,10
4.08,35,16,15,36,14
3.31,31,20,4,10,13
1.22,15,8,7,25,15
1.39,12,22,4,22,12
2.07,15,19,13,16,13
1.4,29,9,0,4,2
1.23,20,7,5,14,0
2.93,6,4,8,24,16
3.57,40,5,10,36,3
4.47,35,17,4,27,10
4.01,0,3,6,40,16
1.46,21,18,3,18,9
3.98,40,12,2,32,0
1.28,38,5,11,13,8
1.8,23,2,1,8,1
