volume,class_1
72,0
62,0
78,0
54,0
81,0
17,0
92,0
99,0
47,0
1,0
93,0
80,0
97,0
87,1
62,1
41,1
17,1
14,1
16,1
57,1
23,1
93,1
63,1
15,1
74,1
21,1
70,1
29,1
93,1
90,1
90,1
96,1
57,2
73,2
27,2
18,2
21,2
100,2
8,2
60,2
88,2
1,2
87,2
67,2
79,2
49,2
57,2
51,2
18,2
34,2
93,2
54,2
57,2
100,2
51,3
89,3
83,3
1,3
8,3
58,3
24,3
5,3
62,3
19,3
78,3
50,3
50,3
14,3
66,3
32,3
91,3
14,3
43,4
39,4
25,4
88,4
13,4
18,4
40,4
97,4
55,4
29,4
72,4
31,4
72,4
13,4
27,4
36,4
25,4
24,4
41,4
25,4
44,5
71,5
7,5
68,5
94,5
69,5
47,5
66,5
2,5
91,5
45,5
93,5
10,5
76,5
69,5
65,5
31,5
3,6
42,6
31,6
67,6
21,6
13,6
49,6
94,6
33,6
55,6
49,6
48,6
78,6
22,6
39,6
84,6
4,6
23,6
71,6
61,6
57,6
53,7
11,7
79,7
24,7
88,7
43,7
53,7
18,7
57,7
39,7
28,7
41,7
68,7
75,7
7,7
86,7
95,7
11,7
8,8
81,8
59,8
61,8
52,8
52,8
93,8
51,8
54,8
58,8
43,8
89,8
2,8
26,8
14,8
10,8
79,8
18,8
18,8
56,8
74,8
36,8
39,8
99,8
48,8
93,8
12,9
35,9
14,9
31,9
57,9
34,9
11,9
40,9
63,9
29,9
85,9
73,9
76,9
8,9
81,9
5,9
66,9
17,9
87,9
19,9
98,9
74,9
63,9
63,9
36,9
24,9
