volume,class_1
11,0
172,0
10,0
25,0
197,0
10,0
29,0
28,1
17,1
24,1
177,1
27,1
34,1
188,2
200,2
155,2
36,2
156,2
183,2
3,2
191,2
164,3
153,3
29,3
29,3
173,3
19,3
41,4
194,4
183,4
11,4
9,4
11,5
44,5
183,5
20,5
3,5
193,5
150,5
183,5
156,6
40,6
48,6
46,6
37,6
182,6
34,7
21,7
197,7
21,7
157,7
42,7
22,7
22,7
172,7
199,7
7,7
197,7
196,7
39,7
178,8
28,8
187,8
153,8
193,8
194,9
8,9
49,9
160,9
196,9
155,10
180,10
32,10
153,11
196,11
168,11
194,11
150,11
30,11
38,11
6,11
176,12
171,12
24,12
151,12
174,12
172,13
191,13
7,13
166,13
180,13
157,13
165,13
1,13
22,14
7,14
6,14
22,14
45,14
193,14
179,14
7,15
173,15
11,15
43,15
169,15
172,15
164,15
25,15
43,15
182,15
49,16
26,16
41,16
24,16
13,16
9,16
1,16
13,16
27,17
193,17
33,17
34,17
11,17
31,17
197,17
187,17
32,17
46,17
160,17
169,17
45,18
195,18
193,18
167,18
189,18
17,18
10,18
43,18
191,18
37,18
11,18
153,18
165,19
46,19
7,19
179,19
22,19
34,19
2,19
199,20
166,20
7,20
176,20
40,20
45,20
39,21
185,21
27,21
168,21
168,21
14,21
18,21
37,21
177,21
48,21
168,21
17,21
170,21
6,22
26,22
190,22
160,22
172,22
150,22
168,22
39,22
192,23
189,23
158,23
26,23
181,23
1,23
1,23
175,23
151,23
34,23
179,23
184,23
41,23
196,24
176,24
157,24
36,24
177,24
18,24
162,24
6,24
47,24
47,24
