volume,class_1,class_2
27,0,34
124,0,26
37,0,45
31,0,40
6,0,14
114,0,43
136,0,9
136,0,48
114,0,38
138,0,15
146,0,43
7,0,28
138,0,39
8,0,33
22,1,43
9,1,8
128,1,13
17,1,16
10,1,49
22,1,35
144,1,25
139,1,27
125,2,23
28,2,21
142,2,20
148,2,30
117,2,9
118,2,49
119,2,33
134,2,13
25,2,42
117,2,38
30,2,47
1,2,32
135,2,3
22,3,46
141,3,1
21,3,17
27,3,37
21,3,22
24,3,25
116,3,45
21,3,41
11,3,24
145,3,41
123,4,41
34,4,3
119,4,6
117,4,32
144,4,3
4,4,47
2,4,12
128,5,39
11,5,18
11,5,49
144,5,45
112,5,11
144,5,30
20,5,9
29,5,17
112,5,48
119,5,44
145,5,15
12,6,27
22,6,29
143,6,4
134,6,13
17,6,20
144,6,24
114,6,31
7,7,28
113,7,47
10,7,41
137,7,7
118,7,46
27,7,29
137,7,5
143,7,31
12,7,8
123,7,34
139,7,1
141,7,21
4,7,15
16,8,8
141,8,6
31,8,26
34,8,35
138,8,33
34,8,15
10,9,37
144,9,20
140,9,11
22,9,8
114,9,21
26,9,42
122,9,14
114,9,12
17,9,11
20,10,40
148,10,24
145,10,42
1,10,5
24,10,12
116,10,28
145,10,6
22,10,13
131,10,3
136,11,2
132,11,28
18,11,19
122,12,9
18,12,18
14,13,18
3,13,26
114,13,1
120,13,32
29,13,12
115,13,18
135,14,0
2,14,5
16,14,19
133,14,33
117,14,23
123,14,0
121,14,43
117,14,38
17,14,47
11,14,40
18,15,36
1,15,27
4,15,16
120,15,7
17,16,6
35,16,37
9,16,32
112,16,14
34,16,2
4,16,39
4,17,40
150,17,44
20,17,45
148,17,0
2,18,17
139,18,14
150,18,46
129,18,46
115,18,37
28,19,11
139,19,7
132,19,36
115,19,2
144,19,30
131,19,4
119,19,19
23,20,48
142,20,22
36,20,17
29,20,7
22,20,48
113,20,10
124,20,23
145,20,24
24,20,35
23,21,44
116,21,39
37,21,34
21,21,49
28,21,16
23,21,38
136,21,29
133,21,26
128,21,44
33,22,10
112,22,25
16,22,4
2,22,10
17,22,31
36,22,25
135,22,19
26,23,5
117,23,22
2,23,4
148,23,35
33,23,10
115,23,34
31,23,29
144,23,1
20,23,36
25,24,0
142,24,22
11,24,42
6,24,20
116,24,16
149,24,27
133,24,30
149,24,21
2,24,23
149,24,31
7,24,36
34,24,2
