volume,class_1,class_2
130,0,9
5,0,20
6,0,23
71,0,19
178,0,3
172,0,23
194,1,4
120,1,3
199,1,1
182,1,23
138,1,4
134,1,19
28,1,0
89,1,6
149,1,2
29,1,20
129,2,2
86,2,5
25,2,11
163,2,11
57,2,18
188,2,19
7,2,24
42,2,16
15,3,10
33,3,16
194,3,11
42,3,8
50,3,20
184,3,21
92,3,1
29,3,21
184,3,17
101,3,8
3,3,17
168,4,19
4,4,15
172,4,7
150,4,24
8,5,3
40,5,2
81,5,12
49,5,16
175,5,22
174,5,3
39,5,7
41,5,21
183,6,17
46,6,14
114,6,15
100,6,17
181,6,13
150,7,18
63,7,8
139,7,21
25,7,15
85,7,24
200,7,14
57,7,20
72,7,19
163,7,18
75,7,1
108,8,23
67,8,5
139,8,21
41,8,16
105,8,5
77,8,12
58,8,5
73,8,12
71,8,13
180,8,0
148,9,7
111,9,17
177,9,20
75,9,2
156,9,7
158,10,6
45,10,3
163,10,18
179,10,2
28,10,18
120,10,3
76,10,0
200,10,4
184,11,4
4,11,6
138,11,14
104,11,22
178,11,23
199,11,16
137,11,8
24,12,22
109,12,18
175,12,9
100,12,13
192,12,12
138,12,12
68,12,3
84,12,8
145,12,10
158,13,11
79,13,14
172,13,6
91,13,0
7,13,16
49,13,13
25,13,21
86,13,10
95,13,24
73,13,13
99,13,7
170,14,5
171,14,15
153,14,7
68,14,16
189,14,12
182,14,10
23,14,0
26,14,0
185,15,7
171,15,24
27,15,6
172,15,23
79,15,2
96,15,8
99,15,11
53,15,17
117,15,5
71,15,15
31,16,19
110,16,13
164,16,5
100,16,1
46,16,1
39,16,2
87,16,19
165,16,14
70,16,4
112,16,17
118,16,9
104,17,15
129,17,18
31,17,24
23,18,0
128,18,7
50,18,1
38,19,10
111,19,12
59,19,14
49,19,10
86,19,22
40,19,23
91,19,13
128,19,22
45,19,6
14,19,4
6,19,8
80,20,4
93,20,5
193,20,23
99,20,14
142,20,20
31,20,13
113,20,8
65,21,24
44,21,10
20,21,21
18,21,14
140,21,0
137,21,2
168,21,4
34,21,9
5,21,10
75,21,15
68,21,22
100,21,21
185,21,16
46,22,20
22,22,1
41,22,9
103,23,9
76,23,11
101,23,17
121,23,6
133,23,12
173,23,11
108,23,1
77,24,20
134,24,15
180,24,6
111,24,19
129,24,24
125,24,11
186,24,3
87,24,9
100,24,18
186,24,22
149,24,22
168,24,9
