bin,item
0,60
0,56
0,58
0,57
0,59
0,18
1,69
1,65
1,61
1,62
1,64
1,66
1,63
2,94
2,91
2,85
2,87
2,90
2,83
3,104
3,108
3,105
3,107
3,110
3,44
4,155
4,153
4,152
4,156
4,154
4,151
4,150
4,157
4,3
5,162
5,160
5,174
5,163
5,158
5,24
6,31
6,32
6,34
6,30
6,29
6,33
6,0
7,38
7,40
7,36
7,37
7,39
7,35
7,14
8,188
8,184
8,187
8,185
8,186
8,183
8,189
8,8
9,52
9,53
9,49
9,48
9,51
9,55
9,86
10,123
10,126
10,128
10,122
10,125
10,127
10,124
10,6
10,5
10,19
11,15
11,20
11,21
11,10
11,9
11,26
12,25
12,23
12,22
12,28
12,27
12,74
12,71
12,100
13,80
13,81
13,78
13,75
13,76
13,77
13,82
13,112
14,111
14,114
14,115
14,113
14,116
14,182
14,176
14,180
15,196
15,192
15,194
15,199
15,190
15,195
15,193
15,197
16,43
16,45
16,41
16,42
16,88
16,92
17,119
17,118
17,117
17,121
17,120
17,149
17,145
17,147
17,68
18,135
18,133
18,129
18,130
18,131
18,132
18,136
18,134
18,93
19,139
19,141
19,142
19,138
19,143
19,140
19,137
19,70
20,2
20,1
20,4
20,7
20,169
20,159
20,173
20,97
21,177
21,178
21,181
21,179
21,96
21,89
21,95
21,84
21,16
22,167
22,175
22,168
22,170
22,166
22,161
22,165
22,164
22,171
22,172
22,146
22,144
22,98
23,148
23,73
23,72
23,101
23,102
23,99
23,46
23,47
23,54
23,191
24,109
24,103
24,106
24,79
24,11
24,12
24,13
24,17
24,50
24,67
24,198
