bin,item
0,97
1,149
2,26
3,12
3,102
3,108
3,107
4,58
5,150
6,15
7,86
8,55
9,4
10,41
11,129
11,128
12,80
12,183
13,192
14,65
14,167
15,156
15,27
16,117
16,91
17,13
17,194
18,105
18,147
19,36
19,35
20,42
21,18
22,193
22,79
23,19
23,31
24,89
24,67
25,16
25,154
26,104
26,47
27,100
27,93
27,6
28,137
28,187
29,82
29,197
30,113
30,56
31,46
31,51
32,196
32,168
33,1
33,134
34,153
34,188
35,170
35,160
36,25
36,0
37,23
37,5
38,125
38,20
39,3
39,169
40,176
40,138
41,112
41,164
42,185
42,119
43,49
43,68
44,2
44,131
45,64
45,126
46,166
46,94
47,44
47,52
48,106
48,37
49,43
49,191
50,114
50,133
51,152
51,28
52,95
52,186
53,32
53,50
54,148
54,8
55,71
55,165
56,181
56,132
56,180
57,84
57,17
58,103
58,22
59,66
59,21
60,182
60,59
61,174
61,163
62,88
62,24
63,159
63,74
63,73
64,139
64,9
65,7
65,92
66,142
66,33
67,70
67,190
67,195
68,151
68,85
68,87
68,158
69,173
70,48
71,123
72,60
72,144
73,135
73,83
74,116
74,110
75,157
75,39
76,143
76,198
77,62
77,177
78,45
78,101
79,78
79,146
80,172
80,175
81,179
81,53
82,140
82,136
83,30
83,111
84,155
84,54
85,171
85,199
86,40
86,75
87,189
87,178
88,63
88,38
89,141
89,161
90,90
90,81
91,57
91,34
92,124
92,121
92,72
92,76
92,122
92,77
92,120
93,98
93,162
94,127
94,29
95,184
95,130
96,10
96,11
96,69
96,61
96,14
97,99
97,145
98,118
98,96
98,109
99,115
