bin,item
0,63
0,59
0,89
0,92
0,88
0,91
0,32
1,102
1,104
1,103
1,70
1,73
1,107
1,106
2,51
2,54
2,52
2,50
2,109
2,142
2,139
2,138
3,129
3,127
3,155
3,154
3,156
3,98
3,96
3,97
4,46
4,49
4,44
4,115
4,118
4,117
4,116
4,18
4,14
4,20
5,131
5,135
5,133
5,134
5,132
5,8
5,66
5,67
5,68
6,160
6,9
6,99
6,162
6,101
6,12
6,100
6,161
7,112
7,114
7,193
7,196
7,192
7,65
7,64
8,75
8,76
8,74
8,95
8,90
8,85
8,94
9,111
9,108
9,110
9,181
9,182
9,185
9,189
9,187
9,186
9,188
10,173
10,171
10,172
10,141
10,136
10,84
10,82
10,81
10,83
10,137
10,140
11,177
11,179
11,190
11,61
11,60
11,62
12,22
12,21
12,37
12,36
12,35
12,34
12,183
13,69
13,121
13,80
13,77
13,79
13,123
13,78
13,120
13,122
13,124
14,25
14,23
14,24
14,17
14,16
14,15
14,53
15,113
15,40
15,39
15,43
15,41
15,42
15,105
16,163
16,166
16,165
16,55
16,56
16,57
16,58
16,157
16,159
16,168
17,198
17,199
17,197
17,194
17,195
17,191
18,167
18,170
18,164
18,169
18,184
19,174
19,176
19,175
19,86
19,93
19,48
19,47
19,45
19,87
20,3
20,6
20,2
20,5
20,1
20,4
20,0
20,128
21,147
21,146
21,148
21,38
21,33
21,119
22,27
22,26
22,28
22,10
22,11
22,13
22,152
23,145
23,126
23,71
23,125
23,144
23,143
23,130
23,72
24,30
24,29
24,31
24,180
24,178
24,7
25,151
25,153
25,150
25,149
25,158
25,19
