bin,item
0,143
0,107
0,32
1,92
1,120
2,144
3,99
3,4
4,106
5,101
6,136
6,60
6,69
7,178
7,195
8,194
9,162
10,161
11,19
12,1
13,74
13,28
14,38
14,40
15,135
15,170
16,163
16,155
17,156
17,153
17,87
18,68
18,129
18,57
19,131
19,119
20,54
21,130
21,21
21,31
22,192
23,79
24,67
25,138
25,140
26,46
27,58
27,17
28,48
28,104
28,30
29,76
29,133
29,93
29,96
29,75
29,97
30,63
30,148
30,112
31,66
31,184
32,9
32,185
33,33
33,165
34,127
35,150
35,199
36,142
36,180
37,73
37,50
38,39
38,62
39,174
39,90
40,128
40,41
41,121
41,44
42,181
42,78
43,25
43,20
44,24
44,64
45,84
45,49
46,53
46,187
47,108
47,198
48,171
49,51
50,134
50,98
51,188
51,81
51,26
52,109
52,111
53,23
53,149
54,45
55,115
55,139
56,152
56,175
57,125
57,158
58,103
58,169
59,154
59,179
60,173
60,159
61,5
61,34
62,89
62,11
62,182
63,141
63,3
64,95
64,123
65,52
65,8
66,110
66,10
67,82
67,88
68,22
68,29
69,7
69,105
70,43
70,132
71,0
72,147
72,160
73,71
73,85
74,146
74,137
75,189
75,176
76,117
76,118
77,72
77,183
78,15
78,145
79,36
79,42
80,35
80,47
81,190
81,124
82,126
82,13
83,18
83,186
83,91
84,65
84,151
85,157
85,14
85,193
86,116
86,94
87,122
87,164
87,37
88,27
88,2
89,113
90,83
90,114
91,168
91,197
92,86
92,102
93,61
93,166
94,167
94,77
95,177
95,59
96,12
96,55
97,172
97,80
98,16
98,56
99,70
99,100
100,6
100,196
101,191
