bin,item
0,142
0,186
1,193
1,195
2,124
2,118
3,90
3,77
4,30
4,127
5,22
5,31
6,51
6,79
7,55
7,60
8,50
8,103
9,129
9,141
10,11
10,68
11,156
11,150
12,100
12,107
13,19
13,135
14,15
14,10
15,29
15,61
16,119
16,126
17,120
17,80
18,20
18,9
19,172
19,157
20,71
20,2
21,102
21,108
22,182
22,123
23,95
23,96
24,12
24,43
24,58
25,181
25,175
25,34
26,116
26,0
27,105
27,110
28,14
28,13
29,117
29,6
30,148
30,180
31,132
31,139
32,89
32,98
33,162
33,23
33,37
34,36
34,41
35,113
35,16
36,138
36,145
37,85
37,45
38,27
38,192
38,189
39,106
39,112
39,161
40,184
40,178
41,164
41,163
41,169
42,128
42,196
43,130
43,160
43,167
44,170
44,25
44,168
45,121
45,131
45,122
46,65
46,63
46,187
47,190
47,69
48,153
48,143
48,38
49,76
49,42
49,35
50,70
50,83
50,75
51,151
51,24
51,134
52,72
52,78
52,154
53,57
53,46
53,49
54,40
54,171
54,33
55,66
55,18
56,53
56,64
56,176
57,94
57,84
57,1
58,114
58,115
58,67
59,188
59,177
59,104
60,81
60,144
60,133
61,99
61,47
61,48
62,97
62,91
62,125
63,17
63,159
63,158
64,155
64,109
64,165
65,101
65,111
65,52
66,191
66,199
66,183
67,54
67,56
67,59
68,88
68,92
68,3
69,74
69,82
69,87
70,197
70,166
70,185
71,194
71,179
71,198
72,62
72,4
72,44
73,7
73,5
73,32
74,86
74,147
74,93
75,21
75,146
75,149
76,28
76,39
76,73
77,137
77,152
77,8
78,174
78,136
78,173
79,140
79,26
