bin,item
0,5
0,8
0,18
0,19
0,6
1,38
1,26
1,37
1,32
1,22
1,35
2,45
2,47
2,53
2,60
2,57
3,63
3,65
3,76
3,67
3,61
4,97
4,109
4,112
4,113
4,99
5,172
5,165
5,178
5,163
5,179
5,103
6,85
6,91
6,84
6,83
6,93
6,89
7,133
7,123
7,130
7,131
7,126
7,134
7,138
8,188
8,180
8,198
8,190
8,193
9,143
9,148
9,154
9,141
9,142
10,121
10,122
10,128
10,137
10,118
10,145
11,164
11,170
11,175
11,166
11,174
11,171
12,72
12,79
12,66
12,70
12,82
12,69
13,46
13,43
13,42
13,41
13,44
13,49
14,140
14,124
14,119
14,132
14,129
14,127
14,24
15,185
15,199
15,184
15,197
15,181
15,187
15,191
15,194
16,2
16,15
16,1
16,9
16,4
16,16
16,17
16,23
17,94
17,95
17,86
17,88
17,92
17,90
17,87
17,39
18,147
18,151
18,158
18,149
18,160
18,159
18,144
18,101
19,125
19,139
19,135
19,117
19,120
19,136
19,108
19,98
19,105
20,54
20,40
20,48
20,56
20,55
20,51
20,58
20,52
20,50
20,59
20,31
20,25
21,80
21,62
21,81
21,64
21,68
21,71
21,73
21,74
21,78
21,77
21,75
21,168
22,114
22,106
22,96
22,115
22,100
22,107
22,111
22,104
22,102
22,110
22,116
22,29
23,21
23,27
23,33
23,30
23,28
23,34
23,36
23,20
23,13
23,7
23,10
23,14
23,11
24,153
24,155
24,156
24,146
24,157
24,152
24,150
24,195
24,186
24,196
24,192
24,182
24,183
24,189
25,161
25,167
25,169
25,177
25,176
25,162
25,173
25,12
25,0
25,3
