bin,item
0,76
0,68
1,155
1,104
2,7
2,108
3,115
3,61
4,122
4,42
5,144
5,147
6,56
6,53
7,4
7,8
8,109
8,125
9,20
9,23
10,81
10,3
11,189
11,130
12,118
12,111
13,60
13,59
14,136
14,133
15,96
15,102
16,35
16,36
17,163
17,124
18,44
18,40
19,190
19,185
19,188
20,89
20,177
21,93
21,90
22,105
22,110
23,19
23,13
24,45
24,46
24,75
25,134
25,84
25,79
26,57
26,127
27,95
27,103
28,31
28,120
29,162
29,170
29,161
30,131
30,18
30,128
31,172
31,164
31,165
32,135
32,73
32,71
33,22
33,160
34,169
34,167
35,173
35,175
36,38
36,34
37,154
37,193
38,69
38,107
38,106
39,140
39,142
40,62
40,174
40,66
41,12
41,17
41,15
42,54
42,51
42,148
43,121
43,114
43,39
44,70
44,74
44,149
45,27
45,152
45,29
46,146
46,145
46,2
47,47
47,5
47,9
48,197
48,194
48,99
49,112
49,113
49,158
50,26
50,199
51,85
51,80
51,186
52,159
52,178
52,181
53,32
53,37
53,52
54,58
54,64
54,94
55,168
55,166
55,43
56,65
56,156
56,67
57,98
57,97
57,198
58,123
58,180
58,132
59,129
59,126
59,14
60,0
60,1
60,24
61,63
61,192
61,191
62,41
62,82
62,48
63,91
63,88
63,179
64,137
64,138
64,6
65,119
65,184
65,182
66,150
66,153
66,72
67,183
67,187
67,87
68,25
68,28
68,92
69,151
69,196
69,195
70,16
70,11
70,157
71,171
71,176
71,86
72,116
72,117
72,10
73,101
73,100
73,55
74,30
74,49
74,50
75,78
75,83
75,33
76,139
76,143
76,77
77,141
77,21
