volume,class_1,class_2,class_3,class_4
3.64,1,12,25,0
1.38,5,18,21,7
4.81,0,13,10,6
4.76,2,18,24,2
3.91,0,13,23,4
4.35,1,5,5,2
4.93,3,1,21,6
2.35,1,18,6,5
3.88,2,13,24,7
3.47,7,3,16,5
2.17,7,3,2,1
2.45,6,7,15,4
1.23,7,11,14,0
4.39,0,15,16,3
4.8,4,6,23,3
3.54,5,9,4,2
3.89,0,1,5,7
4.98,1,1,23,1
1.68,6,11,4,5
3.97,6,0,19,3
1.64,4,16,23,4
1.68,4,7,25,1
2.63,6,6,21,0
3.2,4,13,19,3
3.38,1,0,3,5
1.48,5,3,9,7
4.22,5,3,22,1
2.69,0,12,5,4
2.39,5,10,2,3
2.8,3,5,11,5
3.05,2,3,13,3
2.39,7,2,20,1
1.39,2,12,19,7
4.53,4,15,24,7
1.28,1,17,22,4
1.78,1,14,7,3
3.35,1,11,0,5
3.98,5,16,10,5
1.21,3,4,3,3
2.94,0,10,13,5
4.57,0,18,11,1
3.02,4,17,8,3
2.49,2,10,15,7
1.64,1,4,13,5
2.39,1,17,24,0
1.31,5,0,15,4
3.91,2,2,10,0
2.73,4,6,23,5
1.05,1,11,1,2
3.8,2,0,21,4
1.65,0,2,13,3
4.94,1,6,10,0
1.8,5,1,4,3
1.94,1,9,7,3
3.7,7,14,14,7
3.47,5,12,20,2
3.27,7,2,13,3
2.9,5,18,12,5
2.23,7,0,19,5
3.81,4,10,24,5
1.8,3,8,14,4
2.68,0,17,12,2
1.55,0,0,14,4
1.9,6,17,9,7
3.67,2,1,16,7
4.98,0,12,24,2
4.33,0,8,1,5
4.71,0,18,8,7
4.64,0,11,21,1
3.14,3,17,0,0
4.08,1,6,20,3
2.71,1,4,1,3
3.47,7,9,7,5
3.81,2,0,24,1
4.4,0,12,2,6
3.74,1,5,11,6
1.98,1,6,9,1
2.56,7,1,23,5
3.12,2,18,9,5
3.61,4,11,19,7
4.94,0,11,22,2
1.7,2,10,8,0
4.59,3,4,18,0
2.85,1,8,8,2
3.15,5,14,24,4
4.55,5,1,21,4
1.9,7,6,18,7
3.92,1,17,9,2
4.76,6,10,15,6
1.31,4,4,13,5
1.1,1,1,1,5
3.49,1,4,17,0
1.62,7,8,7,4
1.03,7,1,2,0
2.27,4,17,19,7
3.69,7,6,15,1
3.51,4,14,5,0
2.2,0,17,7,1
1.08,4,1,13,3
3.21,3,11,11,0
1.48,0,12,4,0
2.77,2,10,4,7
2.34,1,5,2,2
1.04,2,12,22,5
1.41,3,15,5,3
2.92,1,1,24,3
3.08,2,3,23,1
2.98,7,8,22,0
4.07,5,2,20,3
4.69,3,14,8,7
3.72,6,4,18,0
2.37,1,13,10,7
1.55,7,12,22,4
2.63,7,2,11,0
4.83,6,1,6,3
3.69,6,15,25,6
1.07,3,1,19,3
3.72,7,5,18,3
3.28,6,14,7,4
3.51,2,7,13,4
2.89,0,9,22,5
3.27,0,15,0,3
4.72,3,14,22,2
2.14,4,3,21,3
1.14,6,16,16,4
3.49,5,8,9,0
4.65,7,15,8,3
4.75,2,7,19,0
1.38,0,3,12,1
4.76,5,6,22,1
3.63,2,9,23,4
2.4,1,4,22,2
2.79,1,14,21,3
3.64,3,6,0,6
4.88,3,18,13,6
4.94,6,17,1,1
3.33,1,3,13,7
1.56,2,13,22,0
4.64,1,2,14,1
1.26,4,14,19,2
2.44,6,11,7,5
2.96,1,4,18,4
2.01,6,0,22,0
2.72,0,6,21,2
2.96,3,0,23,7
3.53,2,5,18,4
1.04,1,16,17,1
1.79,4,2,1,2
3.65,6,8,14,7
4.06,3,10,10,7
2.25,3,17,17,3
4.04,2,15,1,0
2.47,6,3,12,7
1.72,4,2,23,6
1.21,6,5,19,7
3.67,6,6,13,5
4.91,1,8,6,4
3.79,1,4,1,2
3.46,2,16,8,7
4.57,1,18,16,4
3.5,6,8,9,4
2.2,7,15,0,1
3.29,7,2,22,1
1.25,7,13,25,0
1.92,0,18,15,5
1.19,5,2,24,3
2.73,0,1,15,0
2.27,0,12,10,5
4.0,4,17,7,1
3.16,4,14,7,0
1.27,6,1,5,0
3.36,2,13,9,7
2.44,5,2,4,6
4.61,2,0,13,6
4.77,6,15,3,5
2.43,1,8,25,5
3.28,2,5,21,2
4.12,7,16,9,3
1.93,4,14,11,7
3.77,5,10,25,3
1.39,1,4,8,3
3.51,5,4,15,6
1.96,7,1,21,4
1.12,1,16,14,1
2.88,3,8,16,1
3.33,4,3,3,5
1.32,7,5,6,4
1.38,0,9,15,1
9.6,4,17,0,1
9.72,5,11,8,3
6.65,4,3,23,1
5.8,6,12,24,7
8.73,1,13,8,7
5.47,4,6,25,2
9.5,2,6,13,7
5.9,4,4,9,1
5.27,0,10,18,2
7.38,1,16,10,6
8.15,6,4,3,3
5.22,1,13,16,4
8.26,5,5,25,4
5.61,6,2,17,2
7.64,0,11,7,6
9.8,0,16,20,0
6.52,3,2,25,5
6.6,3,5,19,3
8.35,1,2,17,0
8.37,6,18,20,5
9.15,2,17,22,7
7.13,5,16,14,4
5.45,6,3,12,3
7.13,4,1,22,3
5.85,5,8,8,5
5.83,0,5,7,7
7.35,3,11,19,0
5.55,4,1,19,4
5.68,7,18,7,1
7.18,5,16,12,5
8.94,4,2,1,3
9.54,6,18,15,3
6.31,2,0,6,5
5.44,0,18,4,7
8.49,3,0,14,4
9.59,2,13,23,6
8.23,5,11,14,7
7.57,7,17,17,5
5.64,1,10,5,0
5.62,1,18,24,7
5.43,6,1,11,4
7.07,0,0,11,3
9.06,2,15,8,1
9.06,3,6,21,1
5.39,5,15,8,5
7.28,4,18,9,4
6.52,0,13,11,1
7.3,7,2,10,2
8.79,3,11,12,4
7.58,2,18,10,4
12.05,5,11,13,0
12.94,2,5,5,7
12.58,1,11,10,4
13.55,5,12,5,6
14.09,6,14,1,7
12.2,5,14,9,0
13.89,1,6,14,3
11.37,5,8,16,7
10.91,0,5,20,1
11.94,0,16,14,3
14.22,1,7,6,6
12.96,2,15,19,2
