volume,class_1,class_2,class_3
4.67,50,44,11
4.29,41,35,27
4.89,4,28,11
3.4,3,33,11
1.27,26,29,23
2.67,23,11,8
3.45,44,7,1
2.88,15,23,24
2.26,6,38,23
1.6,16,19,22
2.21,36,26,12
4.57,34,27,1
4.22,1,3,9
2.31,12,28,24
4.22,50,13,4
3.19,1,23,8
3.68,48,26,27
1.28,20,44,8
1.25,5,3,9
1.94,49,28,12
4.57,28,27,6
2.11,13,35,2
1.15,38,18,26
2.27,37,36,3
3.2,43,3,20
2.63,39,38,6
2.16,23,34,9
1.33,18,32,25
4.86,11,38,6
2.85,4,21,24
3.31,21,32,13
2.1,37,23,25
1.42,23,34,25
2.58,3,21,20
3.94,6,23,9
1.51,5,22,21
1.32,27,33,21
4.1,50,27,26
1.87,14,8,23
3.84,44,38,25
2.44,9,41,9
4.57,21,0,20
4.2,42,7,2
1.38,46,0,26
4.52,40,2,2
3.74,26,40,7
3.92,22,31,14
4.58,47,36,3
3.85,23,41,24
1.29,15,5,6
3.87,11,31,22
3.0,32,5,24
1.4,32,33,1
4.01,16,41,23
3.77,25,3,6
4.94,48,39,6
4.83,37,20,10
1.7,13,10,24
4.49,35,37,24
4.67,0,17,27
4.47,43,26,12
2.67,14,37,7
3.95,1,12,19
1.58,32,27,19
4.63,48,12,9
4.8,0,36,11
1.23,7,1,13
3.07,39,25,19
2.07,11,2,6
3.63,13,30,24
4.76,33,1,10
1.51,48,4,21
4.46,35,34,2
2.22,26,33,18
1.98,49,11,22
3.66,48,30,26
3.58,31,44,23
4.51,11,47,8
3.82,28,35,23
2.3,31,38,5
4.42,40,10,20
1.28,3,13,5
4.81,25,3,20
1.89,25,24,22
2.75,16,9,5
2.04,7,7,18
4.57,3,25,19
4.09,43,34,11
1.04,31,16,25
4.93,29,19,27
3.17,50,36,9
2.1,41,47,25
2.14,37,45,16
2.04,41,45,13
3.52,31,1,24
3.8,23,6,22
2.02,39,33,24
1.05,49,24,7
2.65,3,18,14
1.15,10,0,26
4.07,15,31,21
3.84,31,47,19
1.23,16,22,13
2.04,41,20,24
4.44,50,27,3
1.11,12,14,3
4.79,33,39,0
4.03,21,20,14
3.87,16,18,23
3.06,18,3,24
3.58,9,28,5
1.94,31,11,12
4.81,16,47,18
4.79,11,12,16
4.75,27,17,23
1.91,23,27,19
2.14,13,46,1
3.96,15,16,7
3.5,42,2,0
1.83,5,33,6
1.86,11,42,20
1.24,4,17,19
1.75,41,44,26
1.29,41,12,27
3.03,47,26,27
9.02,25,41,14
6.01,19,47,22
5.73,16,43,24
8.22,1,11,24
7.64,22,29,27
9.26,0,5,19
7.11,15,17,9
6.75,6,28,15
7.89,5,40,3
9.91,17,14,25
8.83,12,6,7
9.09,18,33,15
9.55,48,26,0
9.76,22,28,14
9.09,41,29,16
7.38,11,38,3
5.12,11,40,11
7.35,44,46,7
9.1,17,16,19
8.47,25,33,6
9.83,4,21,27
6.39,15,11,5
6.93,42,32,9
6.03,35,9,22
9.71,32,28,0
8.27,2,40,8
8.11,23,14,8
8.47,37,38,16
7.33,15,19,11
9.04,49,23,1
9.31,19,23,17
7.85,18,22,21
6.25,30,10,21
5.58,29,44,13
9.06,15,13,14
7.08,47,4,6
7.58,37,6,0
6.95,14,46,19
6.78,4,40,21
9.31,46,38,11
7.97,6,27,25
8.13,11,16,11
7.16,10,27,27
9.99,9,20,9
6.17,22,17,6
7.9,29,33,15
6.87,33,47,3
7.3,18,28,10
8.51,40,20,21
