volume,class_1
11,0
35,0
20,0
37,0
28,0
34,0
5,0
7,0
22,0
5,0
33,0
28,0
6,0
10,0
4,0
8,0
1,0
31,0
36,0
25,0
32,1
13,1
17,1
5,1
17,1
23,1
2,1
33,1
27,1
23,1
30,1
14,1
10,1
8,1
1,1
2,1
6,1
15,1
14,1
18,1
15,1
23,1
8,2
30,2
23,2
25,2
27,2
8,2
1,2
23,2
6,2
15,2
5,2
21,2
11,2
7,2
32,3
21,3
16,3
33,3
30,3
16,3
12,3
23,3
19,3
20,3
24,3
25,3
36,3
11,3
11,3
20,3
3,3
13,3
25,3
19,3
4,3
1,3
19,3
2,3
23,3
20,4
22,4
7,4
18,4
8,4
13,4
7,4
20,4
22,4
9,4
21,4
7,4
14,4
17,4
6,4
31,4
1,4
33,4
11,4
5,5
3,5
15,5
35,5
19,5
26,5
25,5
36,5
27,5
33,5
1,5
9,5
14,5
18,5
9,5
30,5
16,5
18,5
26,5
28,5
37,5
25,5
21,5
12,5
14,5
30,5
1,5
30,6
1,6
28,6
37,6
13,6
11,6
20,6
12,6
26,6
13,6
5,6
16,6
10,6
10,6
23,6
19,6
24,6
7,6
34,6
8,7
5,7
29,7
15,7
9,7
8,7
20,7
28,7
20,7
15,7
27,7
9,7
2,7
6,7
26,8
29,8
21,8
25,8
23,8
12,8
20,8
21,8
37,8
31,8
14,8
26,8
37,8
5,8
19,8
18,8
5,8
35,8
4,8
5,8
6,8
9,8
6,8
10,8
24,9
7,9
15,9
33,9
6,9
6,9
24,9
19,9
29,9
34,9
16,9
24,9
17,9
9,9
6,9
30,9
