volume,class_1,class_2
93,0,25
164,0,40
61,0,24
81,0,21
180,0,27
61,0,11
176,0,16
180,0,18
46,0,10
7,0,1
56,0,45
171,0,46
186,0,31
189,0,7
195,0,29
13,0,8
67,0,11
34,0,9
150,0,28
156,0,33
180,0,6
81,0,27
126,0,20
95,0,20
98,0,34
31,1,19
65,1,26
64,1,13
150,1,35
63,1,33
79,1,25
93,1,14
52,1,22
4,1,49
160,1,32
123,1,2
73,1,23
142,1,1
27,1,36
99,1,4
148,1,28
196,1,15
140,1,3
118,1,30
163,1,47
163,1,24
121,1,27
42,2,21
66,2,26
14,2,26
180,2,39
100,2,45
171,2,4
35,2,33
84,2,35
152,2,48
168,2,43
21,2,32
131,2,6
57,2,42
34,2,17
13,2,37
148,2,44
167,2,19
91,3,46
136,3,23
146,3,5
77,3,24
66,3,0
75,3,3
174,3,15
57,3,13
90,3,22
70,3,5
174,3,5
47,3,8
54,3,42
7,4,44
15,4,34
80,4,1
120,4,16
165,4,5
170,4,15
199,4,19
142,4,29
103,4,36
134,4,10
6,4,33
121,4,35
198,4,14
90,4,6
157,4,8
186,4,12
33,4,37
98,4,36
102,5,8
188,5,29
133,5,32
186,5,2
14,5,27
95,5,2
7,5,10
200,5,17
192,5,48
156,5,2
45,5,40
77,5,41
115,5,39
123,5,49
43,5,22
30,5,13
147,5,28
191,5,47
20,5,30
122,6,48
134,6,25
15,6,38
139,6,12
130,6,23
44,6,37
27,6,41
189,6,7
183,6,29
86,6,15
57,6,38
73,6,49
98,6,31
119,6,35
73,6,31
180,6,21
182,6,25
186,6,9
136,6,18
184,6,48
72,6,40
106,6,10
15,6,37
193,6,41
81,6,36
195,7,39
146,7,12
137,7,38
122,7,45
176,7,22
103,7,14
25,7,0
13,7,9
113,7,31
179,7,12
186,7,4
77,7,18
99,7,46
9,7,49
136,7,16
95,7,26
69,7,47
13,7,44
96,7,3
44,8,24
90,8,43
4,8,7
130,8,17
179,8,3
148,8,34
79,8,42
109,8,1
50,8,7
157,8,21
125,8,17
152,8,46
186,8,47
59,8,32
196,8,43
4,8,11
105,8,45
72,8,34
23,8,20
80,8,44
139,9,18
104,9,28
91,9,16
176,9,30
34,9,19
76,9,42
167,9,43
111,9,14
88,9,0
161,9,6
24,9,40
3,9,0
110,9,20
110,9,41
195,9,38
186,9,4
200,9,13
96,9,30
178,9,23
64,9,9
75,9,11
77,9,39
