volume,class_1,class_2,class_3,class_4
1.71,4,1,14,23
4.81,12,0,10,5
1.15,3,1,16,6
1.93,6,7,1,12
1.79,1,1,19,13
2.03,2,6,17,6
4.54,11,4,9,23
2.97,2,8,18,16
1.46,7,7,19,6
3.14,0,3,3,21
3.93,0,4,15,20
2.09,11,1,11,8
2.82,9,7,19,14
4.77,5,6,8,6
4.56,9,8,13,5
3.58,10,4,11,6
4.34,7,8,1,15
2.06,5,6,4,6
2.53,7,6,2,16
4.37,4,3,11,2
2.82,1,5,9,21
4.34,5,4,19,19
1.46,4,3,9,14
2.31,0,4,13,5
4.37,4,1,1,5
3.29,4,3,2,24
3.98,11,1,12,14
2.04,7,5,12,0
4.69,4,6,3,0
1.94,2,1,17,21
3.0,3,4,6,17
2.08,12,7,15,24
4.86,1,5,14,7
3.5,12,4,17,21
4.05,4,0,10,21
2.04,9,4,11,10
4.1,8,8,18,22
3.66,8,6,1,21
2.34,8,7,12,9
1.45,12,3,4,18
3.4,10,2,5,13
4.37,11,2,12,18
3.02,3,5,13,22
4.17,8,5,5,12
2.54,11,8,10,8
3.27,7,3,9,16
3.1,12,3,13,18
1.9,10,2,0,8
1.83,3,2,0,0
1.92,0,7,3,12
2.47,9,8,15,2
4.92,7,2,16,9
1.77,0,3,9,16
3.36,1,8,9,21
3.5,3,3,12,8
1.11,6,5,15,6
4.07,9,5,17,22
1.12,7,3,13,8
1.64,1,6,8,22
4.42,0,1,11,12
2.83,2,6,3,13
3.85,5,5,7,1
4.11,7,0,8,12
4.95,12,6,15,15
3.33,9,2,19,16
2.26,0,8,10,4
3.21,2,8,16,15
4.45,6,6,5,17
1.06,1,7,7,24
4.41,4,6,12,10
3.1,0,6,18,21
2.7,11,0,13,6
4.89,11,6,3,7
4.54,3,2,7,21
4.06,12,7,16,4
4.42,11,8,7,16
4.32,10,7,13,15
2.48,2,8,11,6
2.49,3,5,10,20
3.97,11,1,5,11
2.03,2,6,16,10
3.15,10,3,12,22
2.06,2,8,10,23
3.92,0,5,15,21
3.42,7,5,8,5
4.54,0,7,16,13
3.32,3,7,11,11
3.03,6,6,13,22
4.99,4,4,13,4
2.34,3,1,8,17
2.75,12,4,11,21
3.59,8,5,13,8
2.39,10,8,18,24
4.0,10,3,15,16
2.31,11,3,9,11
2.29,5,1,11,5
2.07,1,0,10,22
1.01,8,0,19,16
4.24,12,1,16,24
3.04,5,2,7,6
4.7,5,3,2,11
1.35,8,1,17,3
2.2,10,8,14,24
2.49,9,7,7,24
2.36,10,4,6,11
3.57,6,2,0,4
4.57,10,1,7,21
4.48,6,7,1,4
2.41,4,7,4,2
2.36,4,5,1,5
3.49,4,1,10,16
2.07,10,0,7,7
3.53,9,1,2,12
4.57,6,2,15,9
2.69,8,8,14,15
2.41,8,3,2,2
3.9,12,3,9,14
4.55,6,6,14,23
1.63,0,6,6,18
3.02,3,7,19,9
3.98,3,0,13,4
3.1,9,5,5,6
3.55,10,5,4,11
1.19,1,1,10,8
1.26,12,8,7,1
7.59,4,1,4,4
8.58,1,4,13,8
8.13,2,8,5,9
6.2,12,0,19,0
8.33,11,8,15,18
9.82,8,1,4,3
5.86,9,8,8,6
9.64,0,2,15,10
8.06,12,4,7,20
8.69,8,1,3,15
8.47,11,2,4,23
8.92,4,0,10,16
9.9,10,7,19,9
8.79,4,4,10,7
7.02,11,3,13,8
8.63,12,3,6,14
9.22,11,0,18,23
5.43,3,6,15,3
6.29,5,0,1,7
8.8,7,8,13,13
6.43,2,8,14,20
6.46,12,6,1,5
9.23,5,7,17,22
9.2,6,1,1,15
5.81,7,8,10,22
9.73,10,1,8,19
8.36,11,0,15,20
9.29,5,1,6,8
8.08,1,6,17,15
9.99,12,1,10,20
6.25,10,1,7,2
8.02,5,4,15,17
9.01,10,6,12,22
5.7,11,7,8,16
7.21,5,4,5,21
8.69,9,4,18,17
7.11,10,8,10,9
7.12,10,7,3,11
9.42,8,4,3,19
9.88,10,3,14,2
9.77,11,6,16,18
8.31,4,7,11,18
9.37,12,4,18,19
7.89,8,0,17,4
6.17,2,4,3,13
9.24,5,7,17,10
7.71,0,0,12,1
9.09,11,6,1,7
7.32,0,0,16,2
8.81,4,3,6,3
9.4,8,0,13,6
7.54,3,1,15,8
5.97,1,8,18,7
5.85,8,5,12,18
8.47,9,4,6,3
7.59,10,8,3,6
9.38,10,0,2,8
7.86,8,5,17,23
6.65,4,5,1,9
9.45,9,5,8,6
9.92,5,6,10,0
6.7,3,4,14,5
8.34,10,4,6,18
6.99,11,2,12,19
7.35,11,6,4,3
6.06,10,6,8,22
6.04,3,5,7,4
5.22,10,0,18,14
9.44,10,5,10,9
5.29,7,4,14,5
8.3,12,3,10,24
5.9,6,5,14,24
9.99,0,4,11,18
6.45,11,7,18,12
6.29,4,2,13,11
6.7,6,1,3,10
7.34,9,3,18,7
5.58,12,8,17,10
5.79,8,7,4,22
9.52,11,0,14,4
9.83,6,6,5,12
9.22,12,4,8,18
9.84,2,7,14,12
7.76,4,7,6,16
7.36,11,1,12,18
6.32,10,7,18,18
5.8,6,6,16,3
6.06,9,2,2,14
14.29,6,0,4,10
14.18,12,6,5,21
10.87,10,3,18,8
14.27,12,2,13,21
10.51,4,5,8,5
12.93,0,8,11,7
11.14,12,4,4,13
10.58,8,0,15,22
13.37,12,6,12,10
10.4,11,2,6,3
11.55,11,4,8,15
10.72,5,2,4,4
12.53,11,8,14,1
11.11,6,2,2,16
11.87,1,1,17,7
14.54,2,7,16,18
13.02,9,2,7,11
12.08,12,8,2,21
10.51,2,7,15,0
12.13,0,0,12,8
12.99,2,5,3,24
13.7,3,2,4,12
14.64,9,3,1,22
13.38,5,6,3,17
13.69,7,5,11,1
14.2,8,3,14,14
11.96,6,8,16,23
10.18,7,4,18,4
10.87,0,8,1,23
13.27,1,3,12,10
11.36,1,7,15,20
12.89,12,4,16,17
12.32,10,3,16,23
10.81,8,5,7,15
11.64,8,3,8,14
14.82,0,5,19,3
10.36,5,2,0,20
