bin,item
0,155
0,91
0,12
0,20
0,101
0,117
0,115
1,183
1,42
1,85
1,75
1,143
1,82
1,62
2,61
2,145
2,134
2,15
2,207
3,214
3,205
3,56
3,83
3,84
4,44
4,6
4,73
4,51
4,231
4,55
5,240
5,17
5,43
5,100
5,29
5,124
5,107
6,116
6,182
6,210
6,167
6,166
7,87
7,57
7,28
7,40
7,151
7,64
7,27
8,32
8,121
8,0
8,219
8,10
8,169
9,148
9,123
9,171
9,196
9,67
10,176
10,71
10,74
10,221
10,46
10,72
10,21
11,208
11,8
11,144
11,177
11,2
11,106
12,181
12,114
12,129
12,16
12,24
12,23
12,68
35,216
35,194
35,98
35,226
35,19
35,128
35,47
35,53
35,49
35,41
36,168
36,150
36,165
36,141
36,175
36,222
36,109
37,37
37,5
37,138
37,11
37,173
37,191
37,156
37,223
37,170
38,9
38,119
38,162
38,213
38,52
38,180
38,110
38,197
38,130
38,186
39,193
39,99
39,90
39,227
39,198
39,133
39,93
39,218
40,76
40,235
40,237
40,38
40,157
40,241
40,137
40,58
41,238
41,26
41,246
41,199
41,200
41,31
41,34
41,108
41,63
42,188
42,158
42,65
42,102
42,60
42,69
42,249
42,159
42,153
43,184
43,149
43,126
43,78
43,203
43,146
43,66
43,95
43,81
44,45
44,147
44,136
44,54
44,234
44,14
44,220
44,139
44,1
44,96
45,127
45,215
45,212
45,30
45,239
45,94
45,79
45,105
45,80
45,89
46,132
46,229
46,233
46,202
46,152
46,120
46,225
47,243
47,70
47,244
47,185
47,13
47,59
47,164
47,122
47,154
48,236
48,232
48,160
48,77
48,48
48,248
48,192
49,88
49,33
49,245
49,178
49,189
49,228
49,113
49,230
50,97
50,112
50,201
50,131
50,172
50,104
50,3
50,179
50,187
50,4
51,242
51,163
51,190
51,125
51,25
51,35
51,135
51,217
52,204
52,140
52,211
52,209
52,50
52,247
52,36
52,118
52,103
52,7
63,142
63,161
63,92
63,224
63,174
63,195
63,206
63,86
63,39
63,22
63,111
63,18
