bin,item
0,163
0,209
0,92
0,75
0,50
1,74
1,22
1,175
1,100
1,107
1,140
2,204
2,17
2,158
2,56
2,79
3,96
3,166
3,110
3,14
3,206
3,18
4,160
4,49
4,67
4,177
4,98
4,13
4,15
5,174
5,181
5,139
5,42
5,93
5,173
6,65
6,210
6,176
6,179
6,68
7,127
7,24
7,95
7,86
7,12
7,207
8,156
8,91
8,29
8,115
8,180
9,73
9,162
9,90
9,108
9,149
10,36
10,167
10,99
10,247
10,103
10,10
11,5
11,55
11,188
11,150
11,85
11,47
12,9
12,27
12,77
12,88
12,212
12,41
12,78
13,7
13,66
13,45
13,155
13,126
13,80
13,8
14,220
14,194
14,119
14,87
14,146
15,121
15,71
15,148
15,118
15,57
15,97
15,28
16,222
16,109
16,117
16,46
16,172
17,51
17,234
17,6
17,178
17,26
18,168
18,52
18,191
18,171
18,142
18,40
19,31
19,205
19,114
19,34
19,211
19,153
20,241
20,70
20,2
20,23
20,62
20,157
21,138
21,147
21,102
21,59
21,226
22,192
22,84
22,112
22,111
22,161
22,19
23,105
23,113
23,53
23,25
23,203
23,159
24,190
24,16
24,106
24,81
24,224
24,64
25,165
25,39
25,83
25,136
25,200
26,128
26,48
26,124
26,125
26,76
26,122
27,208
27,116
27,20
27,154
27,141
27,11
28,104
28,58
28,94
28,60
28,44
28,132
28,187
29,131
29,183
29,120
29,133
63,242
63,1
63,199
63,37
63,195
63,197
63,246
63,38
64,237
64,214
64,35
64,164
64,123
64,30
64,186
64,189
65,238
65,215
65,244
65,185
65,240
65,182
66,218
66,4
66,143
66,0
66,235
66,72
66,137
66,170
66,101
67,236
67,201
67,145
67,21
67,213
67,69
67,198
67,135
68,243
68,239
68,144
68,130
68,233
68,134
69,230
69,223
69,229
69,3
69,232
69,33
69,54
69,202
70,32
70,129
70,216
70,221
70,184
70,227
70,82
70,89
71,248
71,217
71,151
71,169
71,61
71,193
71,231
71,245
72,228
72,196
72,225
72,219
72,63
72,43
72,249
72,152
