bin,item
0,187
0,138
0,154
0,34
1,2
1,54
1,216
1,17
2,25
2,243
2,116
3,365
3,127
3,248
3,87
4,211
4,201
4,146
5,13
5,164
5,3
5,196
6,375
6,77
6,229
7,252
7,234
7,80
7,85
7,207
8,245
8,147
8,18
8,173
8,103
8,162
9,400
9,71
9,102
9,223
9,144
10,401
10,192
10,295
10,66
11,366
11,421
11,95
11,347
12,319
12,40
12,377
12,176
12,222
13,363
13,30
13,254
13,206
13,65
14,476
14,200
14,84
14,215
14,134
15,339
15,86
15,14
15,257
15,198
16,371
16,307
16,113
16,9
16,224
17,262
17,10
17,159
17,93
17,293
18,465
18,194
18,320
18,81
19,354
19,199
19,398
19,59
20,186
20,499
20,89
20,121
21,468
21,33
21,7
21,265
22,473
22,76
22,387
22,128
23,279
23,188
23,267
23,100
23,151
23,166
24,288
24,36
24,374
24,332
24,204
25,367
25,369
25,83
25,156
25,94
26,5
26,228
26,181
26,425
26,171
27,462
27,246
27,1
27,413
27,26
28,310
28,110
28,275
28,277
28,423
29,289
29,227
29,19
29,282
29,136
30,485
30,125
30,91
30,108
30,38
31,430
31,408
31,174
31,39
32,294
32,353
32,179
32,55
33,497
33,251
33,221
33,41
33,61
34,48
34,399
34,47
34,338
34,350
34,42
35,380
35,182
35,483
35,220
35,247
36,329
36,114
36,226
36,184
36,255
37,392
37,296
37,137
37,305
37,6
38,395
38,333
38,197
38,145
38,157
39,335
39,313
39,150
39,50
39,90
39,79
40,496
40,140
40,273
40,107
40,67
41,466
41,135
41,481
41,231
41,72
42,317
42,130
42,15
42,141
42,352
43,364
43,337
43,388
43,183
43,185
43,219
44,131
44,264
44,286
44,404
45,92
45,458
45,287
45,214
46,306
46,133
46,57
46,142
46,106
46,249
46,68
46,111
47,259
47,238
47,105
47,474
47,281
47,31
48,82
48,438
48,368
48,209
48,122
49,298
49,274
49,119
49,169
49,148
49,170
50,359
50,0
50,469
50,218
51,412
51,268
51,334
51,52
51,45
51,112
52,442
52,78
52,53
52,37
52,269
53,20
53,236
53,431
53,379
53,27
54,420
54,424
54,240
54,258
54,62
55,361
55,311
55,35
55,29
55,217
55,195
55,123
56,484
56,11
56,22
56,74
56,232
56,266
57,407
57,372
57,212
57,139
57,126
57,88
58,490
58,244
58,276
58,356
58,152
59,357
59,8
59,340
59,397
59,414
60,315
60,263
60,58
60,4
60,239
60,300
61,210
61,153
61,118
61,129
61,444
62,342
62,124
62,291
62,346
63,213
63,160
63,155
63,460
63,336
64,345
64,299
64,284
64,120
64,104
64,225
65,355
65,326
65,99
65,168
65,328
66,373
66,344
66,178
66,63
66,304
66,149
67,457
67,158
67,28
67,341
67,56
68,325
68,237
68,256
68,51
68,416
68,43
69,475
69,253
69,98
69,101
69,69
70,478
70,393
70,70
70,49
70,261
70,348
71,455
71,109
71,260
71,297
71,324
71,312
72,477
72,411
72,360
72,21
72,450
72,75
73,433
73,463
73,230
73,437
73,440
74,498
74,427
74,167
74,180
74,233
74,489
75,280
75,321
75,283
75,250
75,12
75,390
75,406
76,32
76,386
76,385
76,177
76,330
76,322
76,389
77,193
77,117
77,472
77,314
77,301
77,270
77,163
77,381
78,479
78,415
78,491
78,480
78,143
79,409
79,482
79,394
79,285
79,495
80,452
80,191
80,441
80,447
80,242
80,349
81,448
81,443
81,327
81,44
81,343
81,161
81,16
82,205
82,467
82,378
82,362
82,470
82,73
83,64
83,290
83,405
83,451
83,165
83,308
83,97
84,402
84,272
84,292
84,323
84,436
84,303
85,96
85,456
85,439
85,175
85,446
85,241
85,461
86,384
86,278
86,428
86,492
86,449
87,487
87,316
87,434
87,271
87,471
88,426
88,318
88,429
88,358
88,432
88,370
89,403
89,396
89,486
89,331
89,132
89,235
89,494
89,410
90,453
90,46
90,376
90,445
90,309
90,172
90,464
90,115
90,189
91,459
91,488
91,419
91,382
91,493
91,422
91,202
92,60
92,417
92,302
92,454
92,383
92,190
92,435
92,24
92,23
92,208
93,351
93,418
93,391
93,203
