bin,item
0,296
0,160
0,326
1,203
1,39
1,205
2,324
2,209
2,478
3,123
3,458
3,7
4,129
4,492
4,445
5,10
5,428
5,416
6,33
6,174
6,252
7,45
7,185
7,23
8,378
8,204
8,373
9,154
9,158
9,109
10,86
10,348
10,1
11,418
11,67
11,498
12,197
12,42
12,256
13,103
13,181
13,398
14,190
14,34
14,262
15,87
15,40
15,53
16,24
16,69
16,417
17,235
17,173
17,127
18,156
18,104
18,267
19,453
19,172
19,242
20,467
20,74
20,68
21,247
21,254
21,346
22,432
22,483
22,375
23,251
23,236
23,330
24,317
24,484
24,142
25,137
25,157
25,401
26,161
26,308
26,311
27,774
27,228
27,206
28,113
28,421
28,488
29,559
29,380
29,279
30,812
30,259
30,399
31,275
31,46
31,171
32,155
32,15
32,162
33,61
33,292
33,341
34,139
34,434
34,406
35,600
35,63
35,51
36,306
36,285
36,128
37,685
37,355
37,266
38,319
38,456
38,395
39,221
39,481
39,437
40,789
40,94
40,443
41,660
41,98
41,151
42,227
42,147
42,788
43,698
43,294
43,419
44,542
44,272
44,50
45,692
45,253
45,243
46,775
46,394
46,415
47,777
47,451
47,88
48,578
48,144
48,385
49,770
49,182
49,170
50,735
50,367
50,169
51,545
51,232
51,187
52,846
52,332
52,55
53,610
53,444
53,136
54,515
54,460
54,54
55,508
55,26
55,803
56,809
56,393
56,630
57,727
57,168
57,112
58,567
58,194
58,564
59,669
59,459
59,91
60,590
60,400
60,502
61,503
61,179
61,291
62,544
62,152
62,490
63,823
63,11
63,110
64,583
64,790
64,159
65,811
65,207
65,192
66,714
66,427
66,321
67,562
67,420
67,366
68,678
68,165
68,334
69,756
69,364
69,800
70,674
70,191
70,496
71,510
71,278
71,409
72,663
72,436
72,695
73,633
73,403
73,78
74,668
74,531
74,407
75,754
75,664
75,379
76,781
76,43
76,188
77,643
77,494
77,795
78,773
78,132
78,255
79,838
79,305
79,638
80,915
80,32
80,493
81,642
81,426
81,817
82,810
82,849
82,14
83,833
83,298
83,571
84,577
84,840
84,499
85,722
85,76
85,683
86,506
86,709
86,84
87,925
87,201
87,18
88,802
88,49
88,760
89,589
89,455
89,213
90,662
90,787
90,351
91,771
91,116
91,752
92,360
92,177
92,976
93,723
93,535
93,339
94,705
94,784
94,25
95,949
95,31
95,230
96,527
96,309
96,553
97,706
97,511
97,148
98,797
98,226
98,842
99,764
99,195
99,541
100,899
100,21
100,216
101,595
101,699
101,457
102,632
102,19
102,765
103,521
103,27
103,721
104,977
104,210
104,38
105,824
105,433
105,666
106,878
106,647
106,323
107,847
107,335
107,704
108,245
108,180
108,921
109,959
109,532
109,0
110,768
110,354
110,579
111,870
111,133
111,302
112,895
112,347
112,316
113,620
113,574
113,430
114,933
114,711
114,349
115,831
115,211
115,726
116,914
116,237
116,592
117,986
117,509
117,300
118,801
118,596
118,947
119,673
119,518
119,691
120,993
120,560
120,362
121,743
121,599
121,717
122,974
122,320
122,794
123,758
123,47
123,725
124,930
124,333
124,616
125,980
125,737
125,636
126,956
126,164
126,730
127,908
127,223
127,761
128,945
128,681
128,718
129,992
129,712
129,381
130,967
130,71
130,370
130,873
131,958
131,657
131,679
132,876
132,469
132,524
133,954
133,687
133,697
134,866
134,208
134,970
135,913
135,107
135,900
136,867
136,772
136,520
137,903
137,220
137,890
138,871
138,587
138,694
139,931
139,918
139,288
140,93
140,450
141,9
141,486
142,2
142,97
143,246
143,257
144,150
144,56
144,4
145,218
145,202
146,283
146,115
147,338
147,471
148,454
148,199
148,99
149,141
149,301
149,125
150,791
150,106
150,89
151,526
151,440
151,405
152,747
152,57
152,92
153,611
153,149
153,117
154,561
154,186
154,273
155,815
155,482
155,359
156,826
156,66
156,422
157,268
157,3
157,225
158,805
158,750
158,293
159,716
159,263
159,425
160,533
160,383
160,431
161,820
161,435
161,72
162,829
162,439
162,376
163,689
163,413
163,780
164,957
164,310
164,386
165,639
165,121
165,30
166,568
166,70
166,462
167,827
167,80
167,656
168,658
168,297
168,449
169,558
169,250
169,13
170,818
170,353
170,114
171,832
171,470
171,312
172,504
172,361
172,480
173,528
173,414
173,62
174,745
174,402
174,374
175,854
175,119
175,90
176,783
176,368
176,387
177,582
177,29
177,60
178,935
178,48
178,111
179,703
179,363
179,476
180,868
180,441
180,336
181,547
181,214
181,732
182,767
182,538
182,322
183,675
183,166
183,404
184,622
184,304
184,485
185,928
185,12
185,6
186,628
186,270
186,507
187,543
187,707
187,331
188,468
188,358
188,995
189,808
189,601
189,424
190,566
190,138
190,487
191,887
191,429
191,345
192,525
192,573
192,233
193,821
193,122
193,73
194,572
194,217
194,799
195,501
195,388
195,602
196,879
196,96
196,848
197,523
197,146
197,607
198,932
198,377
198,64
199,934
199,357
199,807
200,690
200,244
200,688
201,905
201,163
201,534
202,839
202,299
202,813
203,843
203,550
203,463
204,570
204,20
204,586
205,680
205,776
205,249
206,875
206,143
206,466
207,944
207,465
207,626
208,872
208,369
208,536
209,907
209,108
209,555
210,512
210,464
210,631
211,864
211,819
211,497
212,759
212,617
212,505
213,682
213,623
213,778
214,738
214,231
214,969
215,627
215,539
215,598
216,894
216,75
216,841
217,883
217,477
217,671
218,929
218,101
218,962
219,891
219,661
219,200
220,748
220,728
220,178
220,343
221,530
221,513
221,793
222,885
222,281
222,836
223,869
223,904
223,264
224,591
224,649
224,597
225,994
225,552
225,652
226,950
226,822
226,328
227,991
227,603
227,609
228,659
228,576
228,667
229,892
229,500
229,835
230,990
230,645
230,670
231,898
231,798
231,613
232,985
232,766
232,517
233,979
233,629
233,744
234,972
234,884
234,280
235,982
235,391
235,978
236,937
236,650
236,825
237,881
237,654
237,996
238,857
238,779
238,851
239,863
239,844
239,176
239,786
240,874
240,763
240,936
241,966
241,740
241,746
242,912
242,953
242,696
243,923
243,284
243,621
243,830
244,938
244,882
244,672
245,886
245,495
245,922
245,274
246,955
246,702
246,906
247,917
247,968
247,665
248,896
248,926
248,858
249,880
249,997
249,960
250,36
250,17
251,52
251,411
252,219
252,452
253,229
253,65
253,282
254,327
254,260
255,295
255,212
255,352
256,479
256,382
256,287
257,350
257,140
257,474
258,307
258,448
258,329
259,736
259,16
260,410
260,303
260,491
261,102
261,472
261,224
262,546
262,344
263,277
263,372
263,397
264,845
264,44
265,757
265,126
265,118
266,834
266,325
266,313
267,641
267,153
268,693
268,79
268,8
269,753
269,239
269,105
270,615
270,100
271,189
271,167
271,82
272,608
272,442
272,438
273,554
273,248
273,59
274,769
274,731
275,806
275,269
275,447
276,618
276,22
276,389
277,749
277,183
278,605
278,446
279,861
279,175
280,708
280,653
281,634
281,131
281,475
282,644
282,241
282,130
283,529
283,314
283,342
284,646
284,635
285,575
