bin,item
0,42
0,68
0,132
1,49
1,125
1,182
1,101
2,306
2,14
2,20
2,167
3,210
3,397
3,107
4,420
4,43
4,202
4,186
5,408
5,88
5,87
6,243
6,226
6,198
6,139
7,69
7,21
7,205
7,239
8,363
8,17
8,418
9,177
9,227
9,50
9,215
10,333
10,225
10,211
10,173
11,10
11,194
11,86
11,130
11,36
12,272
12,189
12,92
12,23
13,268
13,172
13,22
13,244
14,365
14,415
14,39
14,193
15,339
15,356
15,58
15,178
16,222
16,99
16,157
16,303
17,258
17,208
17,229
17,166
18,184
18,83
18,105
18,246
19,423
19,241
19,8
19,269
20,389
20,44
20,371
20,236
21,405
21,156
21,240
21,41
22,304
22,53
22,154
22,224
23,409
23,40
23,77
23,46
24,350
24,56
24,152
24,108
25,430
25,98
25,140
25,163
26,324
26,110
26,119
26,129
26,32
27,479
27,67
27,16
27,174
27,175
28,364
28,192
28,116
28,302
29,294
29,95
29,102
29,11
29,104
30,432
30,144
30,355
31,264
31,235
31,195
31,6
31,267
32,368
32,135
32,79
32,316
33,411
33,402
33,28
33,261
34,478
34,143
34,204
34,1
34,89
35,281
35,18
35,75
35,338
35,62
36,292
36,128
36,122
36,362
37,334
37,3
37,60
37,385
38,331
38,207
38,162
38,153
38,160
39,370
39,93
39,112
39,181
39,352
40,327
40,191
40,161
40,384
41,477
41,348
41,33
41,187
42,438
42,171
42,25
42,164
42,201
43,396
43,252
43,346
43,232
44,436
44,343
44,48
44,24
45,475
45,283
45,61
45,275
46,497
46,276
46,57
46,94
47,469
47,15
47,123
47,247
48,454
48,147
48,59
48,317
48,203
49,488
49,231
49,340
49,311
49,179
50,337
50,230
50,392
50,410
51,301
51,296
51,424
51,297
52,467
52,72
52,91
52,308
53,344
53,273
53,401
53,388
54,442
54,374
54,71
54,115
55,494
55,80
55,391
55,238
56,425
56,200
56,54
56,386
56,109
57,378
57,332
57,188
57,307
58,427
58,74
58,361
58,4
58,64
59,456
59,263
59,358
60,468
60,133
60,169
60,81
60,407
61,486
61,212
61,254
61,148
61,146
62,466
62,313
62,149
62,103
62,7
63,395
63,271
63,393
63,330
63,114
64,446
64,70
64,213
64,435
64,159
65,470
65,27
65,216
65,398
65,141
66,434
66,85
66,284
66,63
66,209
67,487
67,120
67,52
67,493
68,498
68,168
68,96
68,400
68,379
69,403
69,76
69,136
69,285
69,256
125,47
125,117
125,185
126,31
126,245
126,126
126,138
127,51
127,13
127,38
127,137
128,34
128,214
128,369
129,354
129,0
129,155
129,142
130,353
130,2
130,219
130,259
131,375
131,260
131,134
131,165
131,234
132,291
132,121
132,220
132,417
133,476
133,419
133,176
133,124
134,394
134,180
134,118
134,82
134,221
135,473
135,248
135,312
135,233
136,464
136,218
136,416
136,228
137,440
137,9
137,223
137,279
138,329
138,274
138,315
138,66
139,289
139,26
139,265
139,399
139,206
140,380
140,382
140,325
140,314
141,459
141,349
141,111
141,320
141,97
142,262
142,266
142,326
142,151
142,65
143,460
143,237
143,489
143,55
144,480
144,342
144,100
144,78
144,328
145,373
145,351
145,12
145,250
145,286
146,474
146,321
146,360
146,255
147,455
147,372
147,183
147,309
147,150
148,450
148,422
148,145
148,19
149,406
149,170
149,322
149,359
149,293
150,444
150,319
150,376
150,414
150,199
151,499
151,287
151,484
151,84
152,462
152,5
152,295
152,300
152,197
153,278
153,390
153,310
153,242
153,288
154,483
154,421
154,298
154,299
154,30
155,445
155,490
155,347
155,280
156,447
156,196
156,404
156,458
156,45
157,451
157,491
157,496
157,367
158,465
158,428
158,383
158,277
159,449
159,461
159,106
159,463
160,431
160,290
160,471
160,113
160,381
161,433
161,217
161,366
161,443
161,158
162,457
162,336
162,345
162,251
162,377
163,472
163,29
163,437
163,412
163,482
164,448
164,190
164,429
164,341
164,90
164,73
165,481
165,413
165,387
165,485
165,131
166,492
166,35
166,439
166,253
166,305
167,452
167,249
167,495
167,426
167,37
168,453
168,282
168,323
168,335
168,441
168,318
169,270
169,357
169,257
169,127
