volume,class_1
94,0
149,0
74,0
37,0
11,0
96,0
108,0
82,0
7,0
70,0
141,0
65,1
23,1
107,1
103,1
54,2
108,2
95,2
129,2
135,2
74,2
98,2
29,2
5,3
91,3
45,3
29,3
121,3
77,3
20,3
47,3
27,3
83,4
119,4
73,4
147,4
90,4
16,4
71,4
40,4
141,4
5,4
74,4
17,4
52,4
138,4
21,4
93,5
74,5
111,5
33,5
145,5
110,6
99,6
88,6
23,6
85,6
120,6
67,6
89,6
135,7
42,7
128,7
23,7
56,7
53,7
11,7
84,7
44,7
68,8
77,8
73,8
11,8
5,8
108,8
116,8
2,8
73,8
147,8
141,8
60,8
123,8
77,8
17,9
9,9
145,9
149,9
7,9
21,10
111,10
72,10
57,10
81,10
70,10
45,10
57,10
34,10
10,11
122,11
45,11
73,11
14,11
127,12
102,12
104,12
42,12
105,12
79,12
79,12
69,12
47,12
87,13
79,13
110,13
50,13
38,14
133,14
59,14
131,14
21,14
25,15
10,15
88,15
137,15
2,15
74,15
27,15
45,16
142,16
37,16
15,16
23,16
147,16
114,16
88,16
12,16
15,16
67,16
55,17
83,17
116,17
14,17
149,17
6,18
79,18
127,18
35,18
128,18
49,18
144,18
71,18
2,19
2,19
101,19
49,19
8,19
33,19
106,19
49,19
81,19
78,19
86,19
34,19
78,19
127,19
150,20
83,20
140,20
59,20
10,20
114,20
127,20
7,20
109,21
108,21
6,21
39,21
123,22
57,22
139,22
146,22
89,22
47,22
139,22
84,23
122,23
23,23
24,23
83,23
115,23
81,23
44,23
42,24
44,24
141,24
41,24
48,24
98,24
140,24
116,24
