volume,class_1
32,0
114,0
119,0
140,0
29,0
129,0
115,0
12,0
125,0
26,0
131,0
27,0
13,0
33,0
123,0
120,0
143,0
113,0
146,0
31,0
10,0
133,0
36,1
112,1
16,1
3,1
128,1
28,1
147,1
137,1
23,1
11,1
127,1
113,1
117,1
2,1
28,1
129,1
118,1
121,1
140,1
8,1
112,1
141,1
2,1
144,1
23,1
20,1
29,1
18,1
144,1
28,1
126,2
134,2
17,2
27,2
8,2
1,2
23,2
136,2
119,2
130,2
137,2
148,2
10,2
20,2
130,2
6,2
14,2
28,2
22,2
148,2
137,2
115,2
30,2
22,2
7,2
135,2
27,2
21,2
121,3
128,3
122,3
117,3
27,3
32,3
145,3
150,3
27,3
135,3
142,3
16,3
24,3
148,3
22,3
15,3
125,3
36,3
128,3
22,3
32,3
130,3
130,3
117,4
149,4
120,4
114,4
133,4
29,4
122,4
146,4
132,4
120,4
123,4
143,4
32,4
119,4
31,4
10,4
120,4
17,4
137,4
146,4
10,5
131,5
10,5
26,5
14,5
10,5
149,5
12,5
112,5
14,5
128,5
2,5
119,5
9,5
2,6
18,6
10,6
24,6
137,6
2,6
127,6
131,6
10,6
142,6
12,6
123,6
17,6
126,6
122,6
129,6
28,6
127,7
32,7
11,7
11,7
116,7
6,7
130,7
119,7
134,7
1,7
12,7
12,7
9,8
143,8
26,8
137,8
4,8
137,8
142,8
121,8
22,8
148,8
23,8
6,8
6,8
32,8
136,8
6,8
17,8
9,8
119,8
15,8
33,9
137,9
12,9
13,9
37,9
2,9
9,9
129,9
11,9
12,9
112,9
148,9
16,9
21,9
