volume,class_1,class_2,class_3
2.53,25,5,4
2.06,6,6,6
3.12,11,5,2
2.62,4,2,8
1.63,4,1,8
3.76,13,3,4
1.35,14,5,10
3.03,12,9,0
2.42,10,9,8
2.59,18,2,10
2.88,11,2,3
1.2,5,2,11
3.62,23,2,10
3.82,2,10,3
4.38,22,13,12
1.76,18,8,4
1.83,22,5,0
4.69,19,6,7
1.67,22,12,1
1.34,12,9,11
2.09,1,7,8
4.98,8,6,3
3.79,25,11,0
2.32,6,12,9
2.68,16,6,11
4.05,22,10,5
3.4,23,13,5
4.66,11,13,11
2.92,8,10,1
4.46,25,13,12
3.04,5,7,0
2.27,22,4,10
2.12,24,13,0
4.25,13,13,8
2.07,23,12,12
3.88,22,0,11
2.73,11,4,9
4.47,23,9,12
2.76,0,7,9
4.99,8,7,8
2.8,6,11,5
4.45,15,8,1
3.96,0,10,5
4.89,24,10,11
4.82,11,8,12
3.28,7,5,9
4.48,20,13,7
4.15,25,3,0
5.0,11,1,9
3.0,20,7,9
3.64,9,4,3
4.57,13,10,12
4.46,6,4,2
4.66,4,2,5
2.38,2,13,11
4.65,11,10,8
4.78,6,12,1
3.22,19,5,12
2.24,3,6,3
3.73,17,11,0
4.41,4,10,8
3.39,8,2,5
1.44,14,0,2
8.6,8,6,9
9.76,13,6,3
9.37,16,1,11
8.11,8,9,9
6.47,17,0,9
8.52,14,0,0
9.95,10,2,10
9.95,11,13,5
5.15,19,6,5
5.47,18,12,11
9.04,12,4,5
8.7,8,4,4
6.5,1,11,7
7.5,10,8,6
9.99,13,10,0
6.53,14,2,12
5.81,4,1,9
7.1,4,5,12
9.86,23,2,0
7.21,19,3,11
8.08,12,2,5
9.29,16,8,7
8.73,5,7,11
9.84,13,6,0
7.5,22,12,1
8.32,3,1,2
5.01,9,2,7
8.75,24,6,9
6.69,5,5,3
7.01,3,3,0
5.24,25,8,1
6.7,15,0,2
8.52,18,0,2
7.34,16,9,5
8.17,9,10,4
9.26,15,9,2
8.3,25,5,5
8.43,23,13,8
8.56,11,0,11
5.17,25,13,11
7.01,15,4,11
8.91,5,6,8
9.76,22,0,11
8.67,19,0,2
6.93,22,9,10
9.59,13,13,11
7.35,8,9,10
6.96,9,12,2
6.51,15,2,1
5.33,10,12,4
7.73,19,7,9
7.97,6,7,4
7.67,9,0,2
5.21,9,13,9
6.03,23,7,1
5.96,23,0,5
8.73,10,8,9
7.05,15,9,1
9.43,1,8,4
5.21,10,13,5
6.4,12,4,11
7.35,0,10,6
7.1,8,1,4
8.04,3,3,1
6.13,19,1,11
9.46,6,9,1
7.38,10,1,0
9.39,25,3,7
5.7,13,4,4
5.52,23,9,1
6.76,11,11,8
7.81,9,12,4
7.29,5,11,12
6.05,25,13,9
6.37,12,7,9
6.31,10,13,6
9.96,13,1,10
5.71,23,3,6
5.35,13,1,6
8.62,24,11,2
6.11,22,9,3
8.29,18,2,9
6.8,12,0,12
6.7,14,10,3
8.39,24,2,2
9.98,1,9,11
7.15,2,4,0
9.97,2,9,2
7.26,10,12,4
9.51,23,6,8
9.69,21,12,1
7.89,1,12,1
9.38,14,4,7
7.48,16,5,2
9.24,11,2,0
9.25,22,9,12
5.32,14,2,2
9.42,9,9,0
8.97,17,6,11
9.84,2,4,4
6.7,9,9,12
9.1,3,12,10
9.36,22,0,0
8.02,18,0,12
5.74,24,8,0
9.55,6,13,9
8.79,23,6,2
8.78,19,5,10
7.58,19,7,4
6.82,8,4,3
5.84,13,3,0
9.74,21,13,5
9.44,4,1,3
5.6,9,12,4
5.1,14,4,9
6.95,20,0,4
8.84,25,13,9
8.34,25,13,5
5.24,0,10,6
6.83,1,6,1
9.76,1,3,12
7.43,22,5,8
9.59,7,3,0
8.74,23,4,5
6.67,11,5,11
11.68,22,2,4
11.14,21,8,1
13.71,13,12,11
14.25,15,11,6
13.26,3,7,1
11.94,22,10,12
10.09,23,8,4
11.17,5,8,6
12.52,7,2,0
11.62,20,9,5
13.27,11,3,5
12.15,8,7,9
13.25,24,3,9
14.58,10,12,6
11.13,11,3,0
14.99,16,13,3
14.69,4,12,10
12.49,11,3,12
13.81,5,4,12
14.95,2,8,1
12.69,19,10,12
13.99,6,13,1
11.11,25,5,1
12.58,18,2,5
12.52,14,8,6
14.28,3,0,7
14.26,8,7,9
11.51,11,13,6
11.04,21,1,0
12.44,2,6,3
14.66,5,5,10
13.78,4,13,9
14.79,8,4,6
11.1,17,3,5
13.44,21,10,12
10.41,15,3,7
10.36,21,8,0
13.33,21,9,0
11.96,0,7,8
11.56,4,7,0
12.25,14,9,1
14.2,1,2,2
10.64,10,5,7
14.59,22,10,9
12.8,14,0,1
13.05,11,4,9
11.99,16,5,3
12.3,13,1,1
10.22,20,1,10
13.51,3,5,8
12.81,21,9,3
10.94,5,11,2
13.41,18,13,9
13.44,4,7,2
14.29,13,10,2
11.66,20,2,4
11.76,23,0,8
14.74,1,12,7
14.6,5,7,12
14.4,6,7,8
10.05,9,4,10
10.21,21,6,0
