volume,class_1,class_2,class_3,class_4,class_5
2.08,28,11,45,10,95
2.05,11,22,67,10,82
1.79,56,23,41,23,94
4.76,56,26,65,18,41
4.35,42,8,2,19,26
3.21,23,23,40,15,64
3.19,11,38,71,24,34
4.82,52,38,15,16,81
4.65,6,3,31,15,39
2.69,22,31,21,33,23
1.82,31,11,61,37,0
2.87,49,33,33,3,23
2.59,44,5,60,36,79
3.24,28,36,39,27,32
3.62,16,38,16,38,97
4.65,21,16,37,39,54
3.32,11,28,13,4,41
4.56,34,27,34,4,1
1.88,9,5,55,27,10
4.28,58,34,47,34,10
1.3,17,1,32,14,11
2.44,32,30,33,36,3
2.51,5,21,28,21,67
2.22,51,9,52,23,14
1.93,10,25,58,29,26
2.11,53,35,58,23,81
4.56,40,25,12,13,55
4.39,28,34,48,12,95
2.83,28,21,32,6,60
1.95,46,26,49,10,70
1.57,57,41,60,23,49
4.48,35,1,54,34,96
2.95,28,28,46,38,3
3.18,27,36,47,8,13
2.3,2,2,24,39,59
4.65,33,37,57,7,16
4.64,3,22,45,23,30
2.46,9,29,23,41,51
3.1,43,13,57,34,35
3.21,31,27,3,23,62
3.73,46,20,71,13,5
1.43,43,23,57,35,47
3.33,32,38,34,14,6
2.93,15,27,56,32,60
1.05,3,37,62,40,73
1.49,57,33,17,13,71
3.59,39,28,55,6,0
4.96,41,1,34,11,91
3.66,50,1,29,22,31
1.42,45,28,0,20,69
1.1,15,7,52,23,11
2.35,22,30,54,39,1
3.18,32,4,10,24,92
2.86,12,40,51,38,21
1.13,49,32,20,29,30
3.0,9,36,33,6,14
3.05,2,18,29,39,9
4.5,45,39,57,32,49
3.93,33,19,30,10,29
1.61,22,24,33,27,76
3.39,28,13,68,0,2
3.82,39,11,10,39,41
4.62,11,0,38,10,73
4.24,39,26,18,35,12
4.29,11,17,11,40,34
3.4,57,4,43,9,68
2.24,41,8,20,11,65
2.91,30,13,68,40,86
3.72,28,9,42,12,78
4.87,37,32,70,2,31
3.05,40,9,26,6,1
1.64,45,27,31,2,3
4.18,45,36,42,39,17
3.74,45,41,1,22,56
3.85,48,33,17,41,55
4.96,31,8,32,8,43
3.25,26,21,4,10,88
3.4,19,32,62,22,66
4.02,13,3,16,33,43
4.91,55,30,40,28,80
3.7,33,28,47,31,13
4.65,1,37,28,24,63
2.84,49,15,4,23,46
3.61,20,40,10,4,45
1.55,35,24,43,11,29
1.19,8,12,25,17,62
4.78,48,20,11,3,49
3.3,51,6,35,12,77
4.21,0,41,46,14,58
1.65,14,32,34,2,25
3.18,45,4,38,25,86
3.19,41,0,62,2,26
1.62,20,30,17,19,16
2.31,5,18,19,33,48
3.09,6,21,67,13,51
2.28,58,3,35,29,72
4.25,54,33,35,21,92
3.15,48,1,35,36,81
1.18,22,5,60,30,69
3.52,43,32,5,4,1
2.93,50,39,60,36,16
2.29,50,14,18,28,36
3.97,4,29,7,20,81
4.21,36,27,47,32,94
2.93,46,16,20,32,37
4.65,9,14,30,25,69
2.41,34,40,67,28,19
2.07,33,1,60,0,59
4.12,38,1,15,14,50
3.46,9,38,35,15,12
4.55,13,36,40,22,90
4.83,52,36,24,41,34
4.9,14,26,11,1,42
1.98,11,5,22,21,94
3.9,30,35,0,16,94
3.69,55,27,23,3,55
1.65,14,19,35,3,91
3.8,40,12,10,6,19
2.92,46,9,13,13,33
4.7,5,26,1,32,87
1.17,29,14,10,14,28
3.16,21,39,3,11,98
4.07,0,23,33,23,41
1.01,12,0,31,41,81
3.82,34,37,48,13,61
1.75,57,15,19,33,79
3.22,5,36,15,14,68
2.51,42,21,16,31,31
4.03,57,12,53,21,16
1.08,23,0,20,5,2
1.43,14,41,17,27,75
3.32,13,26,54,31,41
1.82,44,3,11,10,67
3.84,17,33,61,30,13
1.86,55,5,42,5,35
4.07,26,40,23,8,6
3.85,39,33,41,36,5
1.64,35,15,48,15,35
2.89,55,15,16,40,70
1.6,41,3,33,41,32
2.78,38,2,44,7,23
4.77,34,28,70,18,73
4.09,5,10,0,30,36
4.2,13,7,63,8,55
3.02,56,32,25,20,49
2.85,19,18,4,33,91
1.97,12,18,33,11,18
2.55,3,4,34,13,13
2.88,25,3,27,22,22
4.09,36,0,52,27,93
2.28,4,27,58,3,92
1.09,1,11,45,0,77
3.69,46,20,52,39,27
1.6,33,26,46,12,42
2.66,4,40,40,25,86
1.02,30,10,42,33,88
2.01,21,35,45,41,15
3.66,14,19,22,40,3
2.05,19,32,43,15,50
1.52,10,13,6,20,61
2.64,9,25,46,39,76
4.83,9,21,12,39,68
4.88,56,4,60,24,1
3.42,25,17,34,21,2
3.78,32,9,20,38,96
1.78,11,1,2,17,28
2.05,10,19,12,28,12
3.07,27,33,36,10,25
4.83,8,39,17,9,1
4.5,57,35,31,33,2
1.86,51,0,57,26,13
2.21,37,8,23,7,27
3.51,47,38,10,19,6
4.94,58,25,37,23,49
2.29,38,20,65,35,46
1.86,21,34,11,0,5
1.66,18,7,43,38,70
4.05,45,15,63,20,58
2.76,1,2,69,16,38
1.13,17,39,70,18,7
4.47,40,17,55,8,94
4.75,37,23,36,35,71
4.09,2,18,58,4,19
1.08,23,35,2,20,40
3.28,32,13,5,23,57
4.22,38,28,26,34,53
4.96,26,31,41,35,85
3.14,38,14,59,40,75
2.82,5,2,42,21,79
2.76,58,24,54,33,67
3.09,31,21,31,14,18
2.04,25,25,39,1,67
2.32,41,21,71,19,60
4.45,42,8,45,15,21
3.69,21,33,60,11,65
1.35,55,27,59,21,16
4.24,30,16,63,34,84
4.79,26,22,68,40,77
3.28,55,8,48,25,41
4.25,40,10,14,26,98
3.71,16,26,54,0,52
4.01,55,0,27,6,41
1.1,18,23,13,30,90
2.59,17,24,65,33,88
3.55,19,15,56,33,91
2.49,32,11,14,20,14
3.26,56,20,41,19,3
2.36,52,21,38,23,71
1.59,21,14,53,22,75
2.85,45,4,0,27,66
3.32,16,10,43,35,9
2.1,44,23,45,35,53
1.55,25,17,27,35,78
2.42,17,29,28,10,62
3.51,9,5,21,38,60
2.93,52,10,58,27,85
1.32,46,34,63,41,44
4.47,46,38,44,30,73
2.99,33,14,26,22,37
4.12,52,6,67,41,21
4.93,43,5,1,27,95
2.4,47,22,25,11,20
1.97,3,13,11,1,35
2.94,6,10,57,16,21
2.03,7,33,24,19,20
1.45,42,29,49,33,25
3.4,6,31,0,14,91
3.78,39,14,16,19,12
4.45,5,15,48,6,27
2.08,43,1,22,32,25
3.93,28,1,71,20,19
2.84,57,36,28,14,72
1.36,34,12,20,3,62
2.06,24,28,32,0,88
2.98,10,0,34,6,83
3.07,6,25,47,13,37
2.29,16,37,26,9,85
4.97,37,5,56,2,31
2.98,49,13,52,0,94
3.92,20,6,52,30,91
4.2,16,36,29,28,73
3.07,41,34,11,6,12
4.29,49,38,5,1,58
2.98,0,11,70,36,6
4.28,24,19,44,32,89
1.54,54,10,49,14,17
3.95,1,26,24,14,10
3.97,38,32,58,8,6
1.28,18,34,45,20,3
1.08,31,17,61,34,78
4.76,44,7,49,18,5
4.46,33,29,24,37,55
4.42,49,41,33,7,97
2.05,4,19,17,4,27
2.49,14,17,12,15,73
3.83,39,7,45,18,95
2.95,45,3,60,9,62
3.47,53,17,53,26,56
3.64,27,15,24,36,93
4.82,29,21,2,16,84
2.56,49,1,36,38,64
4.06,47,38,68,38,50
1.63,53,15,68,30,62
2.68,27,36,41,6,98
3.81,53,23,68,23,90
4.89,11,10,8,2,70
3.72,58,26,4,22,62
3.3,41,35,6,32,47
4.37,51,41,47,28,97
3.4,6,6,7,32,36
1.18,53,40,59,3,14
2.35,29,19,52,14,66
1.66,29,4,25,36,51
2.99,27,40,70,18,70
1.49,40,30,35,19,25
4.47,6,15,13,9,46
3.12,7,10,50,35,59
4.56,13,3,60,8,86
2.35,20,30,15,11,78
2.4,2,30,22,32,27
3.53,12,33,11,34,97
1.11,8,37,10,18,49
1.77,5,14,70,30,10
2.27,23,27,3,7,43
4.81,49,34,12,31,2
4.38,0,4,3,30,4
2.58,56,0,3,13,45
4.76,36,41,16,34,80
2.29,3,6,42,19,34
3.22,7,9,30,26,26
2.85,45,17,18,24,97
1.36,23,6,62,27,76
3.76,13,32,3,18,90
1.61,42,17,38,18,0
1.77,54,12,25,25,97
1.87,45,39,57,41,3
2.26,44,29,41,38,46
1.36,0,16,49,37,42
1.06,32,12,61,0,70
4.52,57,15,12,6,39
2.39,1,41,64,27,58
2.35,42,14,65,6,50
2.44,54,9,43,20,36
1.17,21,27,39,11,39
4.99,30,24,11,36,68
3.21,27,28,8,26,87
3.22,15,19,1,35,3
1.82,52,9,46,15,54
2.75,48,15,23,19,81
4.31,28,38,4,21,13
4.61,42,14,63,13,94
2.29,11,11,35,26,28
4.93,33,6,26,8,33
2.08,33,3,58,10,43
4.21,56,17,13,32,34
4.52,56,27,31,17,37
2.39,36,8,0,4,45
3.87,30,36,2,41,31
1.92,7,7,5,40,55
2.29,0,32,44,7,30
2.18,7,35,47,19,67
3.01,16,36,59,39,95
2.58,21,16,0,19,0
2.15,15,7,43,37,27
1.09,5,2,31,23,18
4.93,26,37,71,16,17
3.63,46,15,43,30,58
1.92,19,17,15,10,62
4.04,42,35,27,26,85
2.66,1,12,13,41,47
1.37,13,27,22,10,11
2.01,27,18,25,37,45
2.18,13,5,10,6,21
4.4,30,7,57,36,33
1.56,26,20,56,10,45
1.55,57,17,39,7,8
1.57,26,4,44,18,55
2.81,28,30,67,7,98
2.29,38,38,61,0,37
1.25,36,8,59,1,6
4.18,3,34,52,21,75
4.49,44,24,63,4,63
3.44,24,25,11,22,33
3.68,51,33,19,26,93
2.43,46,30,23,3,56
2.5,15,6,1,38,22
4.86,38,19,21,10,35
3.84,9,28,26,12,97
2.84,53,26,10,3,85
2.31,26,30,65,22,27
1.2,25,26,20,22,64
1.73,53,27,27,22,31
3.35,45,34,20,16,11
4.93,39,5,27,14,45
3.97,20,0,5,6,2
1.97,9,0,32,30,85
3.92,2,28,39,8,76
1.91,29,9,51,9,83
4.51,43,18,50,12,77
3.25,27,40,56,36,69
4.12,19,30,34,14,11
2.95,14,33,50,39,17
2.34,12,36,68,5,75
1.24,7,26,31,12,98
4.69,32,1,39,22,11
2.79,42,33,2,29,59
2.11,0,15,24,2,48
1.23,17,10,64,16,71
2.9,6,25,29,28,27
1.54,52,32,52,21,70
1.36,39,21,26,10,44
3.12,34,23,3,17,63
3.49,35,29,65,26,80
3.9,48,7,59,17,40
4.77,12,24,52,26,26
3.57,47,17,66,36,60
1.29,49,13,66,20,67
1.09,19,0,25,32,74
3.52,22,17,71,6,91
4.14,20,38,16,7,18
2.97,26,23,49,37,12
4.79,35,10,64,34,78
3.28,20,33,9,33,37
3.58,46,34,25,15,80
2.71,17,29,12,2,35
4.84,37,33,41,18,44
3.42,14,18,63,5,77
3.08,12,28,34,40,76
3.38,56,39,46,38,81
4.59,55,21,61,22,8
4.38,55,19,14,7,17
5.0,45,36,42,13,23
1.99,24,16,6,19,24
2.24,16,2,27,21,47
1.13,17,25,58,19,45
4.08,3,3,41,35,74
2.48,30,22,10,33,90
1.71,2,13,58,26,28
1.34,3,26,0,12,49
3.47,39,30,22,36,70
3.41,33,34,63,13,59
4.79,18,32,44,22,64
