volume,class_1
49,0
28,0
25,0
25,0
45,0
32,0
25,0
39,0
34,0
26,0
34,0
43,1
50,1
39,1
47,1
38,1
35,1
50,1
33,1
35,1
49,1
48,1
40,2
31,2
41,2
39,2
46,2
35,2
27,2
31,2
30,2
37,2
29,2
46,2
33,2
42,2
42,3
44,3
44,3
37,3
50,4
39,4
50,4
39,4
39,4
27,4
32,4
40,5
26,5
40,5
45,5
46,5
47,5
29,6
29,6
33,6
40,6
49,6
39,7
48,7
39,7
28,7
39,7
36,7
36,7
25,8
38,8
43,8
48,8
40,8
27,8
40,8
30,8
29,8
28,8
32,9
39,9
46,9
44,9
41,9
39,9
45,10
40,10
47,10
45,10
27,10
34,10
31,10
28,10
33,10
50,10
34,11
46,11
48,11
48,11
50,11
26,11
44,11
49,11
30,11
46,12
36,12
32,12
27,12
36,12
39,13
48,13
44,13
34,13
34,13
25,13
48,14
46,14
27,14
27,14
28,14
41,15
30,15
41,15
39,15
25,15
30,15
35,15
36,15
32,15
29,15
40,16
45,16
37,16
29,16
29,16
31,17
30,17
30,17
30,17
32,17
25,17
34,18
25,18
47,18
35,18
25,18
38,18
45,18
42,18
31,18
27,18
45,19
31,19
40,19
27,19
38,19
45,19
28,19
30,20
49,20
30,20
30,20
45,20
42,20
47,20
26,20
30,21
30,21
40,21
33,21
29,21
48,21
43,21
43,21
50,21
48,21
41,22
28,22
41,22
45,22
47,22
34,22
33,22
27,22
44,22
35,22
36,23
29,23
40,23
49,23
50,23
42,23
44,23
50,23
25,23
39,23
40,23
36,24
29,24
30,24
29,24
34,24
50,24
28,24
