volume,class_1
141,0
100,0
110,0
33,0
10,1
192,1
9,1
115,1
75,1
32,1
11,1
150,2
24,2
103,2
75,2
115,2
13,2
169,2
88,2
13,2
57,2
117,2
170,3
191,3
179,3
145,3
39,3
149,3
105,3
51,3
110,3
44,3
96,4
50,4
9,4
192,4
134,4
193,4
122,4
117,4
152,4
118,5
139,5
56,5
125,5
141,5
194,5
14,5
95,5
17,5
200,5
25,6
2,6
58,6
52,6
143,6
18,6
156,6
196,6
198,6
51,6
104,6
93,7
177,7
67,7
26,7
186,7
3,8
26,8
184,8
92,8
69,8
180,8
172,8
199,9
26,9
184,9
123,9
157,9
165,9
10,9
147,9
68,9
3,9
145,10
74,10
168,10
160,10
55,10
173,10
50,11
54,11
127,11
83,11
36,11
67,11
82,11
124,11
30,12
161,12
26,12
94,12
55,12
108,12
16,12
146,13
179,13
135,13
182,13
48,13
77,13
2,13
117,14
140,14
166,14
159,15
85,15
99,15
106,15
184,15
10,15
196,15
116,16
82,16
76,16
24,16
147,16
88,16
156,16
21,16
50,16
22,16
195,16
146,16
164,16
49,17
42,17
120,17
137,17
44,17
37,18
74,18
73,18
70,18
99,18
6,18
86,19
197,19
28,19
162,19
14,19
136,20
126,20
181,20
107,20
54,20
82,20
171,21
60,21
120,21
91,21
55,21
127,22
193,22
131,22
145,22
190,22
102,22
117,22
85,22
97,22
105,22
197,22
166,22
118,22
160,23
35,23
62,23
1,23
136,23
162,23
99,23
141,23
103,23
35,23
83,23
95,23
98,23
98,23
63,24
104,24
83,24
98,24
130,24
137,24
126,24
86,24
135,24
120,24
46,24
