volume,class_1,class_2
136,0,2
125,0,9
131,0,3
3,0,3
141,0,8
31,0,7
133,0,1
20,1,4
114,1,3
138,1,2
132,1,8
115,2,2
23,2,7
5,2,6
19,2,3
130,2,3
28,2,4
24,3,6
26,3,0
29,3,0
120,3,6
26,3,6
125,3,7
28,3,3
126,3,1
16,3,9
13,4,4
18,4,0
126,4,6
29,4,1
137,4,9
126,5,7
28,5,2
128,5,6
3,5,0
36,5,0
4,5,6
122,5,3
16,5,9
6,5,5
138,5,4
147,6,0
145,6,8
14,6,0
139,6,0
134,6,4
142,6,3
28,6,1
1,6,6
33,6,9
127,6,8
132,6,4
9,6,0
10,6,0
25,6,7
147,6,8
15,7,3
129,7,0
31,7,5
27,7,3
9,7,2
137,7,3
12,7,6
37,7,9
10,7,8
134,7,7
138,7,2
128,7,0
130,8,4
142,8,5
139,8,6
139,8,1
112,8,4
126,8,4
29,8,1
130,8,9
122,9,9
145,9,8
33,9,1
150,9,8
30,9,4
24,9,4
34,9,3
15,9,6
31,9,7
133,9,3
18,9,6
144,9,4
20,10,8
138,10,9
31,10,8
9,10,1
24,10,1
149,10,1
150,10,0
19,10,6
19,10,5
121,11,7
144,11,2
4,11,5
16,11,4
14,11,8
150,11,2
142,11,1
121,11,4
131,11,5
17,11,5
148,12,7
132,12,5
131,12,1
112,12,0
141,12,7
119,12,5
18,12,2
14,12,7
24,12,0
29,13,7
129,13,1
1,13,5
124,13,6
118,13,7
115,13,0
25,13,9
35,13,3
116,13,7
126,14,7
115,14,6
35,14,3
128,14,0
28,14,9
28,14,2
139,15,6
125,15,6
121,15,5
16,15,2
34,15,8
26,15,8
116,16,0
125,16,4
119,16,2
1,16,7
120,16,7
128,16,8
145,17,1
37,17,1
130,17,1
35,17,8
142,17,4
1,17,3
29,17,9
117,17,8
121,17,6
29,17,2
118,18,4
26,18,8
37,18,9
37,18,4
120,18,5
129,18,1
121,19,5
1,19,6
149,19,3
36,19,9
33,19,8
115,19,9
119,19,3
137,19,2
32,20,8
13,20,9
143,20,5
3,20,2
20,20,3
120,21,1
28,21,9
10,21,4
22,21,3
128,21,2
142,21,7
18,21,1
14,21,5
19,21,1
8,22,5
130,22,2
24,22,5
123,22,0
9,22,0
26,22,8
139,22,9
132,22,2
33,23,9
30,23,9
131,23,5
23,23,2
35,23,4
19,23,5
113,24,5
130,24,2
148,24,7
32,24,7
32,24,6
