volume,class_1,class_2,class_3,class_4,class_5
1.91,23,4,41,12,0
2.77,13,5,27,7,4
2.41,11,9,28,27,0
3.32,21,6,32,2,7
2.66,16,7,28,0,4
2.94,27,12,26,15,9
4.75,17,17,10,15,1
3.31,27,16,21,10,10
3.8,1,15,10,1,1
3.91,8,18,3,21,4
2.42,21,16,9,28,7
1.05,20,10,12,15,2
3.95,24,1,15,24,6
3.29,26,11,38,5,10
4.53,15,16,11,10,2
4.56,5,5,1,5,9
3.14,35,18,9,26,0
3.96,35,19,10,24,2
2.79,30,12,35,11,8
4.81,25,6,16,8,7
4.1,36,4,12,20,3
1.23,26,4,16,1,7
1.96,28,6,32,22,1
1.29,25,1,26,4,5
2.48,15,4,30,25,4
4.3,25,13,24,28,10
4.95,30,19,25,24,1
3.24,33,0,11,2,5
2.09,8,2,8,5,7
1.84,30,8,13,26,8
1.35,3,9,32,15,9
4.43,22,14,19,13,4
3.82,6,1,23,20,6
4.29,18,9,7,5,2
4.64,19,13,24,16,1
4.22,26,15,18,17,1
2.39,5,4,36,27,5
1.64,3,8,37,10,2
1.13,27,5,43,2,5
4.46,11,4,1,26,5
4.74,32,1,6,19,8
4.69,10,17,30,27,1
4.81,5,19,22,12,4
1.86,30,4,16,14,3
1.81,28,5,10,28,1
3.53,2,12,11,22,1
2.56,30,8,27,5,5
3.76,9,8,44,19,5
2.44,25,6,18,13,10
3.89,30,14,40,27,7
1.81,27,12,11,25,0
3.82,0,9,6,8,6
3.86,18,10,11,17,5
2.37,35,2,15,9,5
3.66,32,13,24,10,8
2.25,17,7,5,17,10
4.07,7,4,19,11,10
3.72,4,14,17,28,0
3.24,11,18,30,11,2
3.06,17,3,12,28,7
1.86,26,5,12,24,7
4.46,8,0,22,19,8
3.79,28,16,27,2,1
3.11,4,2,21,14,2
4.86,6,9,7,0,4
4.86,30,0,3,27,7
4.39,35,11,6,9,1
4.65,21,3,16,26,0
1.97,8,7,36,0,2
3.15,34,19,9,4,4
1.49,32,19,38,22,7
1.74,19,11,26,21,0
4.3,7,3,43,8,4
2.18,10,9,16,18,3
4.07,28,15,35,28,1
2.81,32,18,6,24,8
3.17,1,4,28,28,0
3.41,22,10,14,20,8
2.66,27,3,2,3,4
2.5,18,15,6,26,3
