volume,class_1,class_2
7,0,8
94,1,4
55,1,3
25,1,3
140,1,20
142,1,11
47,2,11
84,2,7
28,2,1
12,2,15
13,3,11
66,4,19
12,4,8
6,4,8
137,4,14
39,4,9
44,4,22
48,4,9
14,5,24
81,5,2
120,6,11
34,6,1
117,6,14
131,6,3
145,6,14
17,7,0
66,8,9
82,8,2
1,9,17
131,9,10
109,9,12
68,9,4
110,9,17
93,9,19
138,9,18
59,10,14
146,10,6
73,10,6
29,11,12
49,11,8
21,11,8
133,11,4
15,11,21
20,11,18
12,11,23
48,11,18
138,12,13
142,12,16
105,13,17
76,13,10
54,13,22
27,13,14
99,13,23
61,13,17
22,13,0
99,14,12
61,14,2
27,14,7
49,14,0
126,14,9
25,14,24
99,15,13
124,15,10
3,15,3
4,15,24
51,16,23
6,16,6
68,16,7
149,17,5
140,17,22
133,17,18
111,17,5
121,18,4
68,18,11
137,18,18
119,19,8
119,19,4
144,19,20
96,19,4
76,20,5
81,20,7
86,20,19
19,20,15
6,20,19
55,20,5
24,21,24
23,21,16
119,21,13
28,21,7
108,21,11
115,22,15
107,22,23
91,23,24
144,23,1
9,24,20
11,25,6
82,25,10
45,25,20
141,25,13
64,25,21
101,26,16
9,26,24
81,26,16
90,26,1
61,27,0
97,27,10
129,28,18
149,28,15
88,28,19
149,28,11
93,28,1
64,29,21
20,29,12
92,29,6
66,29,13
12,30,20
97,30,21
102,30,11
121,30,23
26,30,12
118,31,3
57,31,12
24,31,6
106,32,0
135,32,16
140,33,5
104,33,16
32,33,22
126,33,15
142,33,21
150,33,1
18,33,19
72,33,18
52,33,3
35,34,5
49,34,24
145,34,15
70,34,17
32,34,7
38,34,4
3,34,14
63,34,5
132,35,13
14,35,7
101,35,0
63,36,24
27,36,15
46,36,20
70,36,15
127,36,23
21,37,4
108,37,2
99,37,6
126,37,18
7,37,17
90,38,0
8,38,2
38,38,12
145,39,9
87,39,23
3,39,16
31,39,10
129,39,8
114,40,23
84,40,22
6,41,17
51,41,9
100,42,16
52,42,14
23,42,21
61,42,1
89,43,19
90,43,0
14,43,10
118,44,6
125,44,2
40,44,3
139,44,9
136,44,20
89,44,13
137,45,14
96,45,22
35,45,1
17,45,3
23,45,5
127,45,7
91,45,19
87,46,12
27,46,2
40,46,21
121,46,9
110,47,2
50,47,22
125,47,20
6,47,22
40,47,13
85,48,8
127,48,17
96,49,10
33,49,21
