volume,class_1
5,0
9,0
3,0
8,0
13,0
22,1
6,1
23,1
7,2
20,2
12,3
8,3
20,3
24,3
7,4
5,4
4,4
2,4
23,5
8,5
5,5
3,5
13,6
14,6
25,6
13,7
23,7
12,7
16,8
20,8
8,8
12,8
16,9
17,9
15,10
1,10
3,10
4,10
9,10
7,11
23,11
4,11
1,11
2,12
25,12
22,12
14,13
10,13
21,13
19,13
7,13
14,14
2,14
19,15
24,15
14,15
14,15
22,16
11,16
21,16
13,16
22,16
8,17
4,17
17,17
4,17
7,18
7,18
9,19
5,19
5,19
15,19
4,20
13,21
5,21
12,22
18,22
24,22
20,22
17,22
12,22
17,22
1,22
25,23
21,23
24,23
7,24
21,24
19,24
5,24
16,24
14,24
22,25
6,25
21,26
12,26
13,27
16,27
3,27
7,27
11,27
4,27
16,28
8,28
6,28
9,28
21,28
14,28
18,29
6,29
23,29
6,29
16,30
5,30
22,30
9,30
15,30
6,31
23,31
5,31
13,31
12,31
25,32
9,32
2,32
6,32
2,33
14,33
12,33
15,33
5,34
17,34
25,34
11,35
19,35
10,35
10,35
25,35
17,35
13,36
23,36
3,36
4,36
3,36
4,36
11,36
19,36
20,37
22,37
23,38
13,39
22,39
22,40
21,40
24,40
25,40
2,40
15,40
25,41
12,41
7,41
16,42
17,42
21,42
10,43
18,43
5,43
23,44
22,44
5,44
6,44
7,44
6,44
9,44
1,44
20,45
16,45
23,45
19,45
24,45
14,45
11,45
7,46
13,46
4,46
25,46
15,46
2,47
4,47
20,47
10,47
10,48
18,48
4,48
14,48
4,48
4,48
15,49
5,49
21,49
